date,expiry,dte,spot_at_entry,ce_entry,pe_entry,combined_premium,ce_exit,pe_exit,ce_sl_hit,pe_sl_hit,ce_pnl,pe_pnl,total_pnl,charges,net_pnl,exit_reason,ce_trailing_activated,pe_trailing_activated,ce_exit_sl_type,pe_exit_sl_type,entry_time,ce_exit_time,pe_exit_time,trade_number,_last_exit_ts
2022-08-22,2022-08-23,1,17634.1,109.5,118.45,227.95,109.35,105.25,False,False,9.75,858.0,867.75,120.91,746.84,hard_exit,False,False,fixed,fixed,09:30,2022-08-22 15:15:00+05:30,2022-08-22 15:15:00+05:30,1,2022-08-22 15:15:00+05:30
2022-08-23,2022-08-23,0,17499.75,101.2,96.7,197.9,100.75,66.8,False,False,29.25,1943.5,1972.75,116.67,1856.08,hard_exit,False,False,fixed,fixed,09:30,2022-08-23 15:15:00+05:30,2022-08-23 15:15:00+05:30,1,2022-08-23 15:15:00+05:30
2022-08-25,2022-08-30,3,17702.35,48.45,39.0,87.45,13.7,50.7,False,True,2258.75,-760.5,1498.25,127.45,1370.8,winner_booking_ce_28pct,False,False,fixed,fixed,09:40,2022-08-25 14:51:00+05:30,2022-08-25 11:16:00+05:30,1,2022-08-25 14:51:00+05:30
2022-08-29,2022-08-30,1,17254.05,137.2,128.5,265.7,119.9,118.75,False,False,1124.5,633.75,1758.25,124.84,1633.41,hard_exit,False,False,fixed,fixed,09:30,2022-08-29 15:15:00+05:30,2022-08-29 15:15:00+05:30,1,2022-08-29 15:15:00+05:30
2022-09-01,2022-09-06,3,17605.85,64.1,57.35,121.45,18.65,74.56,False,True,2954.25,-1118.33,1835.92,131.28,1704.64,winner_booking_ce_29pct,False,False,fixed,fixed,09:40,2022-09-01 14:49:00+05:30,2022-09-01 09:42:00+05:30,1,2022-09-01 14:49:00+05:30
2022-09-02,2022-09-06,2,17529.2,152.6,178.6,331.2,155.3,150.6,False,False,-175.5,1820.0,1644.5,132.68,1511.82,hard_exit,False,False,fixed,fixed,09:35,2022-09-02 15:15:00+05:30,2022-09-02 15:15:00+05:30,1,2022-09-02 15:15:00+05:30
2022-09-05,2022-09-06,1,17599.65,141.75,137.5,279.25,142.35,116.4,False,False,-39.0,1371.5,1332.5,126.71,1205.79,hard_exit,False,False,fixed,fixed,09:30,2022-09-05 15:15:00+05:30,2022-09-05 15:15:00+05:30,1,2022-09-05 15:15:00+05:30
2022-09-06,2022-09-06,0,17720.7,126.3,103.9,230.2,113.5,135.07,False,True,832.0,-2026.05,-1194.05,146.04,-1340.09,hard_exit,False,False,fixed,fixed,09:30,2022-09-06 15:15:00+05:30,2022-09-06 09:41:00+05:30,1,2022-09-06 15:15:00+05:30
2022-09-07,2022-09-13,4,17570.25,101.55,87.3,188.85,89.55,69.55,False,False,780.0,1153.75,1933.75,115.62,1818.13,hard_exit,False,False,fixed,fixed,09:45,2022-09-07 15:15:00+05:30,2022-09-07 15:15:00+05:30,1,2022-09-07 15:15:00+05:30
2022-09-16,2022-09-20,2,17792.7,149.8,157.4,307.2,194.74,166.8,True,False,-2921.1,-611.0,-3532.1,156.62,-3688.72,hard_exit,False,False,fixed,fixed,09:35,2022-09-16 14:13:00+05:30,2022-09-16 15:15:00+05:30,1,2022-09-16 15:15:00+05:30
2022-09-19,2022-09-20,1,17502.6,164.3,151.5,315.8,151.05,136.3,False,False,861.25,988.0,1849.25,130.73,1718.52,hard_exit,False,False,fixed,fixed,09:30,2022-09-19 15:15:00+05:30,2022-09-19 15:15:00+05:30,1,2022-09-19 15:15:00+05:30
2022-09-23,2022-09-27,2,17485.65,166.15,178.0,344.15,198.9,165.5,False,False,-2128.75,812.5,-1316.25,136.04,-1452.29,hard_exit,False,False,fixed,fixed,09:35,2022-09-23 15:15:00+05:30,2022-09-23 15:15:00+05:30,1,2022-09-23 15:15:00+05:30
2022-09-26,2022-09-27,1,17164.2,171.55,154.6,326.15,161.25,133.7,False,False,669.5,1358.5,2028.0,131.85,1896.15,hard_exit,False,False,fixed,fixed,09:30,2022-09-26 15:15:00+05:30,2022-09-26 15:15:00+05:30,1,2022-09-26 15:15:00+05:30
2022-09-27,2022-09-27,0,17163.5,132.25,120.75,253.0,129.15,100.7,False,False,201.5,1303.25,1504.75,123.49,1381.26,hard_exit,False,False,fixed,fixed,09:30,2022-09-27 15:15:00+05:30,2022-09-27 15:15:00+05:30,1,2022-09-27 15:15:00+05:30
2022-09-28,2022-10-04,4,16901.5,102.55,98.65,201.2,88.1,74.85,False,False,939.25,1547.0,2486.25,116.74,2369.51,hard_exit,False,False,fixed,fixed,09:45,2022-09-28 15:15:00+05:30,2022-09-28 15:15:00+05:30,1,2022-09-28 15:15:00+05:30
2022-09-29,2022-10-04,3,17005.95,54.95,50.4,105.35,71.44,65.52,True,True,-1071.52,-982.8,-2054.32,108.16,-2162.48,both_sl_hit,False,False,fixed,fixed,09:40,2022-09-29 09:57:00+05:30,2022-09-29 10:04:00+05:30,1,2022-09-29 10:04:00+05:30
2022-10-03,2022-10-04,1,17030.85,129.6,163.65,293.25,127.35,133.5,False,False,146.25,1959.75,2106.0,127.9,1978.1,hard_exit,False,False,fixed,fixed,09:30,2022-10-03 15:15:00+05:30,2022-10-03 15:15:00+05:30,1,2022-10-03 15:15:00+05:30
2022-10-11,2022-10-11,0,17195.85,111.0,120.6,231.6,101.0,118.55,False,False,650.0,133.25,783.25,121.39,661.86,hard_exit,False,False,fixed,fixed,09:30,2022-10-11 15:15:00+05:30,2022-10-11 15:15:00+05:30,1,2022-10-11 15:15:00+05:30
2022-10-12,2022-10-18,4,17060.3,99.15,91.3,190.45,94.6,78.05,False,False,295.75,861.25,1157.0,116.28,1040.72,hard_exit,False,False,fixed,fixed,09:45,2022-10-12 15:15:00+05:30,2022-10-12 15:15:00+05:30,1,2022-10-12 15:15:00+05:30
2022-10-13,2022-10-18,3,17057.4,55.0,54.85,109.85,13.1,71.31,False,True,2723.5,-1069.58,1653.92,130.02,1523.9,winner_booking_ce_24pct,False,False,fixed,fixed,09:40,2022-10-13 14:10:00+05:30,2022-10-13 09:48:00+05:30,1,2022-10-13 14:10:00+05:30
2022-10-13,2022-10-18,3,17045.45,8.6,12.55,21.15,11.18,16.32,True,True,-167.7,-244.73,-412.43,97.16,-509.58,both_sl_hit,False,False,fixed,fixed,09:40,2022-10-13 15:00:00+05:30,2022-10-13 14:57:00+05:30,2,2022-10-13 15:00:00+05:30
2023-12-20,2023-12-26,4,21574.55,81.45,50.45,131.9,105.88,65.59,True,True,-1588.28,-983.78,-2572.05,111.63,-2683.68,both_sl_hit,False,False,fixed,fixed,09:45,2023-12-20 13:31:00+05:30,2023-12-20 09:49:00+05:30,1,2023-12-20 13:31:00+05:30
2023-12-26,2023-12-26,0,21350.25,127.35,91.7,219.05,105.25,76.05,False,False,1436.5,1017.25,2453.75,118.88,2334.87,hard_exit,False,False,fixed,fixed,09:30,2023-12-26 15:15:00+05:30,2023-12-26 15:15:00+05:30,1,2023-12-26 15:15:00+05:30
2023-12-27,2024-01-02,4,21552.35,90.55,69.0,159.55,89.25,48.15,False,False,84.5,1355.25,1439.75,112.44,1327.31,hard_exit,False,False,fixed,fixed,09:45,2023-12-27 15:15:00+05:30,2023-12-27 15:15:00+05:30,1,2023-12-27 15:15:00+05:30
2023-12-28,2024-01-02,3,21722.65,80.45,40.95,121.4,23.5,53.24,False,True,3701.75,-798.53,2903.22,130.62,2772.6,winner_booking_ce_29pct,False,False,fixed,fixed,09:40,2023-12-28 12:13:00+05:30,2023-12-28 09:42:00+05:30,1,2023-12-28 12:13:00+05:30
2023-12-28,2024-01-02,3,21758.25,34.6,20.25,54.85,7.15,26.32,False,True,1784.25,-394.87,1389.38,123.65,1265.73,winner_booking_ce_21pct,False,False,fixed,fixed,09:40,2023-12-28 14:48:00+05:30,2023-12-28 13:13:00+05:30,2,2023-12-28 14:48:00+05:30
2023-12-29,2024-01-02,2,21755.4,190.05,129.7,319.75,155.25,116.2,False,False,2262.0,877.5,3139.5,130.4,3009.1,hard_exit,False,False,fixed,fixed,09:35,2023-12-29 15:15:00+05:30,2023-12-29 15:15:00+05:30,1,2023-12-29 15:15:00+05:30
2024-01-01,2024-01-02,1,21695.35,131.2,108.3,239.5,170.56,79.35,True,False,-2558.4,1881.75,-676.65,146.83,-823.48,hard_exit,False,False,fixed,fixed,09:30,2024-01-01 14:44:00+05:30,2024-01-01 15:15:00+05:30,1,2024-01-01 15:15:00+05:30
2024-01-02,2024-01-02,0,21731.35,98.2,96.85,195.05,127.66,81.3,True,False,-1914.9,1010.75,-904.15,141.7,-1045.85,hard_exit,False,False,fixed,fixed,09:30,2024-01-02 09:56:00+05:30,2024-01-02 15:15:00+05:30,1,2024-01-02 15:15:00+05:30
2024-01-03,2024-01-09,4,21570.2,92.95,70.25,163.2,55.4,91.32,False,True,2440.75,-1369.88,1070.88,136.7,934.18,hard_exit,False,False,fixed,fixed,09:45,2024-01-03 15:15:00+05:30,2024-01-03 09:51:00+05:30,1,2024-01-03 15:15:00+05:30
2024-01-17,2024-01-23,4,21825.25,75.2,101.25,176.45,97.76,88.75,True,False,-1466.4,812.5,-653.9,139.34,-793.24,hard_exit,False,False,fixed,fixed,09:45,2024-01-17 09:46:00+05:30,2024-01-17 15:15:00+05:30,1,2024-01-17 15:15:00+05:30
2024-01-18,2024-01-23,3,21373.85,66.7,47.75,114.45,19.65,62.08,False,True,3058.25,-931.13,2127.12,130.27,1996.86,winner_booking_ce_29pct,False,False,fixed,fixed,09:40,2024-01-18 11:53:00+05:30,2024-01-18 09:41:00+05:30,1,2024-01-18 11:53:00+05:30
2024-01-18,2024-01-23,3,21483.75,16.75,45.5,62.25,21.78,13.2,True,False,-326.63,2099.5,1772.88,124.29,1648.58,winner_booking_pe_29pct,False,False,fixed,fixed,09:40,2024-01-18 12:42:00+05:30,2024-01-18 13:54:00+05:30,2,2024-01-18 13:54:00+05:30
2024-01-18,2024-01-23,3,21452.6,8.9,10.05,18.95,11.57,13.07,True,True,-173.55,-195.98,-369.52,96.88,-466.4,both_sl_hit,False,False,fixed,fixed,09:40,2024-01-18 14:41:00+05:30,2024-01-18 14:42:00+05:30,3,2024-01-18 14:42:00+05:30
2024-01-23,2024-01-23,0,21718.35,137.85,79.95,217.8,97.25,103.94,False,True,2639.0,-1559.02,1079.97,143.18,936.79,hard_exit,False,False,fixed,fixed,09:30,2024-01-23 15:15:00+05:30,2024-01-23 10:17:00+05:30,1,2024-01-23 15:15:00+05:30
2024-01-24,2024-01-30,4,21290.3,118.5,109.15,227.65,154.05,54.95,True,False,-2310.75,3523.0,1212.25,144.26,1067.99,hard_exit,False,False,fixed,fixed,09:45,2024-01-24 10:02:00+05:30,2024-01-24 15:15:00+05:30,1,2024-01-24 15:15:00+05:30
2024-01-29,2024-01-30,1,21545.8,233.25,153.5,386.75,183.0,168.5,False,False,3266.25,-975.0,2291.25,138.87,2152.38,hard_exit,False,False,fixed,fixed,09:30,2024-01-29 15:15:00+05:30,2024-01-29 15:15:00+05:30,1,2024-01-29 15:15:00+05:30
2024-01-30,2024-01-30,0,21732.0,196.6,170.1,366.7,180.6,123.1,False,False,1040.0,3055.0,4095.0,135.39,3959.61,hard_exit,False,False,fixed,fixed,09:30,2024-01-30 15:15:00+05:30,2024-01-30 15:15:00+05:30,1,2024-01-30 15:15:00+05:30
2024-01-31,2024-02-06,4,21578.1,151.0,136.45,287.45,139.1,116.0,False,False,773.5,1329.25,2102.75,127.21,1975.54,hard_exit,False,False,fixed,fixed,09:45,2024-01-31 15:15:00+05:30,2024-01-31 15:15:00+05:30,1,2024-01-31 15:15:00+05:30
2024-02-01,2024-02-06,3,21734.1,79.9,116.2,196.1,103.87,34.4,True,False,-1558.05,5317.0,3758.95,138.95,3620.0,winner_booking_pe_30pct,False,False,fixed,fixed,09:40,2024-02-01 11:03:00+05:30,2024-02-01 12:19:00+05:30,1,2024-02-01 12:19:00+05:30
2024-02-01,2024-02-06,3,21730.85,28.25,46.7,74.95,36.72,60.71,True,True,-550.88,-910.65,-1461.53,104.19,-1565.72,both_sl_hit,False,False,fixed,fixed,09:40,2024-02-01 13:07:00+05:30,2024-02-01 13:22:00+05:30,2,2024-02-01 13:22:00+05:30
2024-02-01,2024-02-06,3,21705.45,22.05,22.6,44.65,28.67,29.38,True,True,-429.98,-440.7,-870.68,100.23,-970.91,both_sl_hit,False,False,fixed,fixed,09:40,2024-02-01 14:08:00+05:30,2024-02-01 14:12:00+05:30,3,2024-02-01 14:12:00+05:30
2024-02-02,2024-02-06,2,21952.5,181.35,143.3,324.65,173.9,138.55,False,False,484.25,308.75,793.0,132.43,660.57,hard_exit,False,False,fixed,fixed,09:35,2024-02-02 15:15:00+05:30,2024-02-02 15:15:00+05:30,1,2024-02-02 15:15:00+05:30
2024-02-05,2024-02-06,1,21879.55,148.45,167.6,316.05,132.55,157.2,False,False,1033.5,676.0,1709.5,130.84,1578.66,hard_exit,False,False,fixed,fixed,09:30,2024-02-05 15:15:00+05:30,2024-02-05 15:15:00+05:30,1,2024-02-05 15:15:00+05:30
2024-02-06,2024-02-06,0,21799.05,128.0,148.05,276.05,122.05,117.0,False,False,386.75,2018.25,2405.0,125.67,2279.33,hard_exit,False,False,fixed,fixed,09:30,2024-02-06 15:15:00+05:30,2024-02-06 15:15:00+05:30,1,2024-02-06 15:15:00+05:30
2024-02-07,2024-02-13,4,21975.0,134.45,87.0,221.45,76.7,113.1,False,True,3753.75,-1696.5,2057.25,143.01,1914.24,hard_exit,False,False,fixed,fixed,09:45,2024-02-07 15:15:00+05:30,2024-02-07 09:49:00+05:30,1,2024-02-07 15:15:00+05:30
2024-02-08,2024-02-13,3,21977.15,49.25,68.0,117.25,64.03,88.4,True,True,-960.38,-1326.0,-2286.38,109.72,-2396.1,both_sl_hit,False,False,fixed,fixed,09:40,2024-02-08 09:41:00+05:30,2024-02-08 11:04:00+05:30,1,2024-02-08 11:04:00+05:30
2024-02-09,2024-02-13,2,21778.05,173.35,173.3,346.65,154.35,152.25,False,False,1235.0,1368.25,2603.25,133.92,2469.33,hard_exit,False,False,fixed,fixed,09:35,2024-02-09 15:15:00+05:30,2024-02-09 15:15:00+05:30,1,2024-02-09 15:15:00+05:30
2024-02-12,2024-02-13,1,21807.85,153.2,135.75,288.95,147.65,136.0,False,False,360.75,-16.25,344.5,128.47,216.03,hard_exit,False,False,fixed,fixed,09:30,2024-02-12 15:15:00+05:30,2024-02-12 15:15:00+05:30,1,2024-02-12 15:15:00+05:30
2024-02-13,2024-02-13,0,21573.65,162.0,125.95,287.95,114.8,102.75,False,False,3068.0,1508.0,4576.0,125.75,4450.25,hard_exit,False,False,fixed,fixed,09:30,2024-02-13 15:15:00+05:30,2024-02-13 15:15:00+05:30,1,2024-02-13 15:15:00+05:30
2024-02-14,2024-02-20,4,21559.7,91.75,100.65,192.4,119.28,51.35,True,False,-1789.13,3204.5,1415.38,139.96,1275.42,hard_exit,False,False,fixed,fixed,09:45,2024-02-14 15:01:00+05:30,2024-02-14 15:15:00+05:30,1,2024-02-14 15:15:00+05:30
2024-02-15,2024-02-20,3,21837.05,52.5,63.25,115.75,68.25,18.65,True,False,-1023.75,2899.0,1875.25,130.58,1744.67,winner_booking_pe_29pct,False,False,fixed,fixed,09:40,2024-02-15 09:48:00+05:30,2024-02-15 13:13:00+05:30,1,2024-02-15 13:13:00+05:30
2024-02-15,2024-02-20,3,21944.9,37.95,31.05,69.0,49.34,40.36,True,True,-740.03,-605.48,-1345.5,103.41,-1448.91,both_sl_hit,False,False,fixed,fixed,09:40,2024-02-15 14:04:00+05:30,2024-02-15 14:01:00+05:30,2,2024-02-15 14:04:00+05:30
2024-02-15,2024-02-20,3,21906.0,15.15,13.7,28.85,19.7,4.1,True,False,-295.42,624.0,328.58,121.22,207.36,winner_booking_pe_30pct,False,False,fixed,fixed,09:40,2024-02-15 14:51:00+05:30,2024-02-15 15:06:00+05:30,3,2024-02-15 15:06:00+05:30
2024-02-16,2024-02-20,2,21995.6,176.25,144.7,320.95,155.1,148.85,False,False,1374.75,-269.75,1105.0,131.8,973.2,hard_exit,False,False,fixed,fixed,09:35,2024-02-16 15:15:00+05:30,2024-02-16 15:15:00+05:30,1,2024-02-16 15:15:00+05:30
2024-02-19,2024-02-20,1,22054.7,146.1,144.65,290.75,144.65,122.35,False,False,94.25,1449.5,1543.75,127.94,1415.81,hard_exit,False,False,fixed,fixed,09:30,2024-02-19 15:15:00+05:30,2024-02-19 15:15:00+05:30,1,2024-02-19 15:15:00+05:30
2024-02-20,2024-02-20,0,22087.7,112.35,141.2,253.55,106.95,113.0,False,False,351.0,1833.0,2184.0,123.14,2060.86,hard_exit,False,False,fixed,fixed,09:30,2024-02-20 15:15:00+05:30,2024-02-20 15:15:00+05:30,1,2024-02-20 15:15:00+05:30
2024-02-21,2024-02-27,4,22234.05,84.85,111.85,196.7,57.2,96.55,False,False,1797.25,994.5,2791.75,116.02,2675.73,hard_exit,False,False,fixed,fixed,09:45,2024-02-21 15:15:00+05:30,2024-02-21 15:15:00+05:30,1,2024-02-21 15:15:00+05:30
2024-02-22,2024-02-27,3,21997.65,56.6,79.0,135.6,73.58,102.7,True,True,-1103.7,-1540.5,-2644.2,112.11,-2756.31,both_sl_hit,False,False,fixed,fixed,09:40,2024-02-22 10:05:00+05:30,2024-02-22 09:53:00+05:30,1,2024-02-22 10:05:00+05:30
2024-02-23,2024-02-27,2,22230.25,167.75,162.25,330.0,165.0,134.3,False,False,178.75,1816.75,1995.5,132.32,1863.18,hard_exit,False,False,fixed,fixed,09:35,2024-02-23 15:15:00+05:30,2024-02-23 15:15:00+05:30,1,2024-02-23 15:15:00+05:30
2024-02-26,2024-02-27,1,22174.25,164.3,124.6,288.9,129.3,135.55,False,False,2275.0,-711.75,1563.25,127.71,1435.54,hard_exit,False,False,fixed,fixed,09:30,2024-02-26 15:15:00+05:30,2024-02-26 15:15:00+05:30,1,2024-02-26 15:15:00+05:30
2024-02-27,2024-02-27,0,22116.1,143.85,119.0,262.85,104.5,107.7,False,False,2557.75,734.5,3292.25,123.56,3168.69,hard_exit,False,False,fixed,fixed,09:30,2024-02-27 15:15:00+05:30,2024-02-27 15:15:00+05:30,1,2024-02-27 15:15:00+05:30
2024-02-28,2024-03-05,4,22210.15,99.35,92.7,192.05,67.65,120.51,False,True,2060.5,-1807.65,252.85,140.63,112.22,hard_exit,False,False,fixed,fixed,09:45,2024-02-28 15:15:00+05:30,2024-02-28 10:52:00+05:30,1,2024-02-28 15:15:00+05:30
2024-02-29,2024-03-05,3,21949.5,71.3,77.8,149.1,92.69,101.14,True,True,-1390.35,-1517.1,-2907.45,113.88,-3021.33,both_sl_hit,False,False,fixed,fixed,09:40,2024-02-29 10:07:00+05:30,2024-02-29 10:15:00+05:30,1,2024-02-29 10:15:00+05:30
2024-03-01,2024-03-05,2,22130.95,175.65,154.95,330.6,162.8,151.25,False,False,835.25,240.5,1075.75,132.96,942.79,hard_exit,False,False,fixed,fixed,09:35,2024-03-01 15:15:00+05:30,2024-03-01 15:15:00+05:30,1,2024-03-01 15:15:00+05:30
2024-03-04,2024-03-05,1,22386.65,143.0,139.4,282.4,117.6,129.8,False,False,1651.0,624.0,2275.0,126.5,2148.5,hard_exit,False,False,fixed,fixed,09:30,2024-03-04 15:15:00+05:30,2024-03-04 15:15:00+05:30,1,2024-03-04 15:15:00+05:30
2024-03-05,2024-03-05,0,22360.85,123.2,110.05,233.25,96.8,94.1,False,False,1716.0,1036.75,2752.75,120.38,2632.37,hard_exit,False,False,fixed,fixed,09:30,2024-03-05 15:15:00+05:30,2024-03-05 15:15:00+05:30,1,2024-03-05 15:15:00+05:30
2024-03-06,2024-03-12,4,22350.75,90.9,91.05,181.95,118.17,57.9,True,False,-1772.55,2154.75,382.2,139.35,242.85,hard_exit,False,False,fixed,fixed,09:45,2024-03-06 13:43:00+05:30,2024-03-06 15:15:00+05:30,1,2024-03-06 15:15:00+05:30
2024-03-13,2024-03-19,4,22332.0,105.25,85.0,190.25,136.83,110.5,True,True,-2052.38,-1657.5,-3709.88,119.25,-3829.13,both_sl_hit,False,False,fixed,fixed,09:45,2024-03-13 10:02:00+05:30,2024-03-13 12:25:00+05:30,1,2024-03-13 12:25:00+05:30
2024-03-19,2024-03-19,0,21926.3,123.8,131.85,255.65,116.95,89.35,False,False,445.25,2762.5,3207.75,122.76,3084.99,hard_exit,False,False,fixed,fixed,09:30,2024-03-19 15:15:00+05:30,2024-03-19 15:15:00+05:30,1,2024-03-19 15:15:00+05:30
2024-05-03,2024-05-07,2,22780.95,140.0,131.75,271.75,182.0,122.4,True,False,-2730.0,607.75,-2122.25,151.55,-2273.8,hard_exit,False,False,fixed,fixed,09:35,2024-05-03 10:05:00+05:30,2024-05-03 15:15:00+05:30,1,2024-05-03 15:15:00+05:30
2024-05-06,2024-05-07,1,22579.65,140.4,123.55,263.95,137.95,114.05,False,False,159.25,617.5,776.75,125.24,651.51,hard_exit,False,False,fixed,fixed,09:30,2024-05-06 15:15:00+05:30,2024-05-06 15:15:00+05:30,1,2024-05-06 15:15:00+05:30
2024-05-07,2024-05-07,0,22482.75,115.5,124.8,240.3,113.0,102.05,False,False,162.5,1478.75,1641.25,121.9,1519.35,hard_exit,False,False,fixed,fixed,09:30,2024-05-07 15:15:00+05:30,2024-05-07 15:15:00+05:30,1,2024-05-07 15:15:00+05:30
2024-05-08,2024-05-14,4,22260.25,106.1,91.05,197.15,74.0,70.8,False,False,2086.5,1316.25,3402.75,115.7,3287.05,hard_exit,False,False,fixed,fixed,09:45,2024-05-08 15:15:00+05:30,2024-05-08 15:15:00+05:30,1,2024-05-08 15:15:00+05:30
2024-05-09,2024-05-14,3,22249.25,58.35,73.45,131.8,75.86,21.45,True,False,-1137.83,3380.0,2242.17,132.26,2109.92,winner_booking_pe_29pct,False,False,fixed,fixed,09:40,2024-05-09 10:21:00+05:30,2024-05-09 14:08:00+05:30,1,2024-05-09 14:08:00+05:30
2024-05-09,2024-05-14,3,22011.9,16.05,15.6,31.65,4.4,20.28,False,True,757.25,-304.2,453.05,121.48,331.57,winner_booking_ce_27pct,False,False,fixed,fixed,09:40,2024-05-09 15:01:00+05:30,2024-05-09 14:56:00+05:30,2,2024-05-09 15:01:00+05:30
2024-05-10,2024-05-14,2,22028.35,179.25,159.9,339.15,153.0,140.1,False,False,1706.25,1287.0,2993.25,132.79,2860.46,hard_exit,False,False,fixed,fixed,09:35,2024-05-10 15:15:00+05:30,2024-05-10 15:15:00+05:30,1,2024-05-10 15:15:00+05:30
2024-05-13,2024-05-14,1,21944.8,153.2,147.85,301.05,121.4,117.0,False,False,2067.0,2005.25,4072.25,127.61,3944.64,hard_exit,False,False,fixed,fixed,09:30,2024-05-13 15:15:00+05:30,2024-05-13 15:15:00+05:30,1,2024-05-13 15:15:00+05:30
2024-05-14,2024-05-14,0,22126.85,107.75,132.3,240.05,115.7,82.2,False,False,-516.75,3256.5,2739.75,121.19,2618.56,hard_exit,False,False,fixed,fixed,09:30,2024-05-14 15:15:00+05:30,2024-05-14 15:15:00+05:30,1,2024-05-14 15:15:00+05:30
2024-05-15,2024-05-21,4,22295.55,84.25,91.3,175.55,72.05,118.69,False,True,793.0,-1780.35,-987.35,139.43,-1126.78,hard_exit,False,False,fixed,fixed,09:45,2024-05-15 15:15:00+05:30,2024-05-15 10:01:00+05:30,1,2024-05-15 15:15:00+05:30
2024-05-16,2024-05-21,3,22257.55,61.65,72.0,133.65,16.8,93.6,False,True,2915.25,-1404.0,1511.25,132.93,1378.32,winner_booking_ce_27pct,False,False,fixed,fixed,09:40,2024-05-16 14:51:00+05:30,2024-05-16 09:51:00+05:30,1,2024-05-16 14:51:00+05:30
2024-05-17,2024-05-21,2,22371.9,171.3,137.05,308.35,126.35,131.2,False,False,2921.75,380.25,3302.0,128.95,3173.05,hard_exit,False,False,fixed,fixed,09:35,2024-05-17 15:15:00+05:30,2024-05-17 15:15:00+05:30,1,2024-05-17 15:15:00+05:30
2024-05-21,2024-05-21,0,22477.45,115.9,130.25,246.15,94.35,107.35,False,False,1400.75,1488.5,2889.25,121.83,2767.42,hard_exit,False,False,fixed,fixed,09:30,2024-05-21 15:15:00+05:30,2024-05-21 15:15:00+05:30,1,2024-05-21 15:15:00+05:30
2024-05-22,2024-05-28,4,22492.65,90.75,104.95,195.7,78.45,64.8,False,False,799.5,2609.75,3409.25,115.52,3293.73,hard_exit,False,False,fixed,fixed,09:45,2024-05-22 15:15:00+05:30,2024-05-22 15:15:00+05:30,1,2024-05-22 15:15:00+05:30
2024-05-23,2024-05-28,3,22669.8,97.6,57.9,155.5,24.05,75.27,False,True,4780.75,-1129.05,3651.7,134.2,3517.5,winner_booking_ce_25pct,False,False,fixed,fixed,09:40,2024-05-23 14:03:00+05:30,2024-05-23 09:42:00+05:30,1,2024-05-23 14:03:00+05:30
2024-05-23,2024-05-28,3,22929.9,15.75,42.85,58.6,20.48,12.35,True,False,-307.13,1982.5,1675.38,123.92,1551.46,winner_booking_pe_29pct,False,False,fixed,fixed,09:40,2024-05-23 14:49:00+05:30,2024-05-23 14:58:00+05:30,2,2024-05-23 14:58:00+05:30
2024-05-24,2024-05-28,2,22985.75,184.0,168.9,352.9,194.5,122.25,False,False,-682.5,3032.25,2349.75,134.82,2214.93,hard_exit,False,False,fixed,fixed,09:35,2024-05-24 15:15:00+05:30,2024-05-24 15:15:00+05:30,1,2024-05-24 15:15:00+05:30
2024-05-27,2024-05-28,1,22983.25,159.05,134.35,293.4,152.2,121.25,False,False,445.25,851.5,1296.75,128.41,1168.34,hard_exit,False,False,fixed,fixed,09:30,2024-05-27 15:15:00+05:30,2024-05-27 15:15:00+05:30,1,2024-05-27 15:15:00+05:30
2024-05-28,2024-05-28,0,22974.45,161.05,101.1,262.15,135.2,89.75,False,False,1680.25,737.75,2418.0,124.01,2293.99,hard_exit,False,False,fixed,fixed,09:30,2024-05-28 15:15:00+05:30,2024-05-28 15:15:00+05:30,1,2024-05-28 15:15:00+05:30
2024-05-29,2024-06-04,4,22806.8,124.95,85.0,209.95,113.4,110.5,False,True,750.75,-1657.5,-906.75,143.47,-1050.22,hard_exit,False,False,fixed,fixed,09:45,2024-05-29 15:15:00+05:30,2024-05-29 11:14:00+05:30,1,2024-05-29 15:15:00+05:30
2024-05-30,2024-06-04,3,22607.0,77.3,84.9,162.2,29.45,51.25,False,False,3110.25,2187.25,5297.5,110.38,5187.12,combined_decay_50pct,False,False,fixed,fixed,09:40,2024-05-30 12:47:00+05:30,2024-05-30 12:47:00+05:30,1,2024-05-30 12:47:00+05:30
2024-05-30,2024-06-04,3,22539.0,36.4,34.7,71.1,47.32,45.11,True,True,-709.8,-676.65,-1386.45,103.69,-1490.14,both_sl_hit,False,False,fixed,fixed,09:40,2024-05-30 13:36:00+05:30,2024-05-30 14:38:00+05:30,2,2024-05-30 14:38:00+05:30
2024-05-31,2024-06-04,2,22637.8,407.45,392.9,800.35,467.05,388.3,False,False,-3874.0,299.0,-3575.0,191.55,-3766.55,hard_exit,False,False,fixed,fixed,09:35,2024-05-31 15:15:00+05:30,2024-05-31 15:15:00+05:30,1,2024-05-31 15:15:00+05:30
2024-06-03,2024-06-04,1,23147.4,328.6,314.95,643.55,339.5,338.0,False,False,-708.5,-1498.25,-2206.75,172.11,-2378.86,hard_exit,False,False,fixed,fixed,09:30,2024-06-03 15:15:00+05:30,2024-06-03 15:15:00+05:30,1,2024-06-03 15:15:00+05:30
2024-06-04,2024-06-04,0,22391.1,461.65,486.35,948.0,394.2,374.0,False,False,4384.25,7302.75,11687.0,199.68,11487.32,profit_target,False,False,fixed,fixed,09:30,2024-06-04 09:48:00+05:30,2024-06-04 09:48:00+05:30,1,2024-06-04 09:48:00+05:30
