date,expiry,dte,spot_at_entry,ce_entry,pe_entry,combined_premium,ce_exit,pe_exit,ce_sl_hit,pe_sl_hit,ce_pnl,pe_pnl,total_pnl,charges,net_pnl,exit_reason,ce_trailing_activated,pe_trailing_activated,ce_exit_sl_type,pe_exit_sl_type,entry_time,ce_exit_time,pe_exit_time,trade_number,_last_exit_ts
2024-06-05,2024-06-11,4,21943.25,158.4,227.8,386.2,129.7,198.2,False,False,1865.5,1924.0,3789.5,137.89,3651.61,hard_exit,False,False,fixed,fixed,09:45,2024-06-05 15:15:00+05:30,2024-06-05 15:15:00+05:30,1,2024-06-05 15:15:00+05:30
2024-06-06,2024-06-11,3,22761.95,109.9,116.45,226.35,45.2,64.4,False,False,4205.5,3383.25,7588.75,116.59,7472.16,combined_decay_52pct,False,False,fixed,fixed,09:40,2024-06-06 13:57:00+05:30,2024-06-06 13:57:00+05:30,1,2024-06-06 13:57:00+05:30
2024-06-06,2024-06-11,3,22708.65,33.85,31.9,65.75,44.0,41.47,True,True,-660.08,-622.05,-1282.12,102.99,-1385.12,both_sl_hit,False,False,fixed,fixed,09:40,2024-06-06 14:53:00+05:30,2024-06-06 14:44:00+05:30,2,2024-06-06 14:53:00+05:30
2024-06-07,2024-06-11,2,22925.0,245.1,222.55,467.65,195.0,218.15,False,False,3256.5,286.0,3542.5,147.7,3394.8,hard_exit,False,False,fixed,fixed,09:35,2024-06-07 15:15:00+05:30,2024-06-07 15:15:00+05:30,1,2024-06-07 15:15:00+05:30
2024-06-10,2024-06-11,1,23388.55,181.05,204.9,385.95,160.2,180.0,False,False,1355.25,1618.5,2973.75,138.36,2835.39,hard_exit,False,False,fixed,fixed,09:30,2024-06-10 15:15:00+05:30,2024-06-10 15:15:00+05:30,1,2024-06-10 15:15:00+05:30
2024-07-22,2024-07-23,1,24456.75,237.15,226.95,464.1,225.0,211.95,False,False,789.75,975.0,1764.75,148.37,1616.38,hard_exit,False,False,fixed,fixed,09:30,2024-07-22 15:15:00+05:30,2024-07-22 15:15:00+05:30,1,2024-07-22 15:15:00+05:30
2024-08-05,2024-08-06,1,24201.85,189.3,163.35,352.65,235.55,212.36,False,True,-3006.25,-3185.32,-6191.58,163.65,-6355.22,loss_limit,False,False,fixed,fixed,09:30,2024-08-05 11:04:00+05:30,2024-08-05 10:53:00+05:30,1,2024-08-05 11:04:00+05:30
2024-08-06,2024-08-06,0,24320.45,163.0,140.7,303.7,175.6,182.91,False,True,-819.0,-2743.65,-3562.65,156.22,-3718.87,hard_exit,False,False,fixed,fixed,09:30,2024-08-06 15:15:00+05:30,2024-08-06 10:39:00+05:30,1,2024-08-06 15:15:00+05:30
2024-08-07,2024-08-13,4,24255.75,120.5,102.8,223.3,113.45,67.05,False,False,458.25,2323.75,2782.0,119.18,2662.82,hard_exit,False,False,fixed,fixed,09:45,2024-08-07 15:15:00+05:30,2024-08-07 15:15:00+05:30,1,2024-08-07 15:15:00+05:30
2024-08-08,2024-08-13,3,24227.1,93.95,115.75,209.7,41.05,61.45,False,False,3438.5,3529.5,6968.0,114.99,6853.01,combined_decay_51pct,False,False,fixed,fixed,09:40,2024-08-08 14:00:00+05:30,2024-08-08 14:00:00+05:30,1,2024-08-08 14:00:00+05:30
2024-08-08,2024-08-13,3,24178.3,12.35,36.0,48.35,16.06,46.8,True,True,-240.82,-702.0,-942.83,100.72,-1043.55,both_sl_hit,False,False,fixed,fixed,09:40,2024-08-08 14:47:00+05:30,2024-08-08 14:57:00+05:30,2,2024-08-08 14:57:00+05:30
2024-08-09,2024-08-13,2,24378.0,160.2,165.65,325.85,160.85,133.4,False,False,-42.25,2096.25,2054.0,131.79,1922.21,hard_exit,False,False,fixed,fixed,09:35,2024-08-09 15:15:00+05:30,2024-08-09 15:15:00+05:30,1,2024-08-09 15:15:00+05:30
2024-08-12,2024-08-13,1,24291.75,150.0,131.0,281.0,114.05,115.7,False,False,2336.75,994.5,3331.25,125.69,3205.56,hard_exit,False,False,fixed,fixed,09:30,2024-08-12 15:15:00+05:30,2024-08-12 15:15:00+05:30,1,2024-08-12 15:15:00+05:30
2024-08-13,2024-08-13,0,24318.95,117.5,94.05,211.55,107.0,122.26,False,True,682.5,-1833.98,-1151.48,143.81,-1295.29,hard_exit,False,False,fixed,fixed,09:30,2024-08-13 15:15:00+05:30,2024-08-13 14:10:00+05:30,1,2024-08-13 15:15:00+05:30
2024-08-14,2024-08-20,4,24150.1,51.75,41.45,93.2,67.28,53.89,True,True,-1009.13,-808.28,-1817.4,106.57,-1923.97,both_sl_hit,False,False,fixed,fixed,09:45,2024-08-14 09:54:00+05:30,2024-08-14 09:53:00+05:30,1,2024-08-14 09:54:00+05:30
2024-08-14,2024-08-20,4,24158.75,36.15,40.7,76.85,47.0,52.91,True,True,-704.92,-793.65,-1498.58,104.44,-1603.02,both_sl_hit,False,False,fixed,fixed,09:45,2024-08-14 11:04:00+05:30,2024-08-14 12:52:00+05:30,2,2024-08-14 12:52:00+05:30
2024-08-14,2024-08-20,4,24160.8,16.2,17.55,33.75,21.06,22.82,True,True,-315.9,-342.22,-658.12,98.81,-756.94,both_sl_hit,False,False,fixed,fixed,09:45,2024-08-14 14:11:00+05:30,2024-08-14 14:17:00+05:30,3,2024-08-14 14:17:00+05:30
2024-09-06,2024-09-10,2,25143.3,135.75,135.0,270.75,100.01,175.5,True,True,2323.1,-2632.5,-309.4,126.71,-436.11,both_sl_hit,False,False,breakeven,fixed,09:35,2024-09-06 09:58:00+05:30,2024-09-06 09:53:00+05:30,1,2024-09-06 09:58:00+05:30
2024-09-06,2024-09-10,2,24920.9,177.15,147.05,324.2,167.5,145.05,False,False,627.25,130.0,757.25,132.4,624.85,hard_exit,False,False,fixed,fixed,09:35,2024-09-06 15:15:00+05:30,2024-09-06 15:15:00+05:30,2,2024-09-06 15:15:00+05:30
2024-10-30,2024-11-05,4,24398.35,110.45,90.25,200.7,81.0,66.55,False,False,1914.25,1540.5,3454.75,116.09,3338.66,hard_exit,False,False,fixed,fixed,09:45,2024-10-30 15:15:00+05:30,2024-10-30 15:15:00+05:30,1,2024-10-30 15:15:00+05:30
2024-10-31,2024-11-05,3,24250.1,54.95,42.85,97.8,15.1,55.71,False,True,2590.25,-835.58,1754.67,128.52,1626.15,winner_booking_ce_27pct,False,False,fixed,fixed,09:40,2024-10-31 11:33:00+05:30,2024-10-31 09:45:00+05:30,1,2024-10-31 11:33:00+05:30
2024-10-31,2024-11-05,3,24234.0,11.85,33.2,45.05,15.4,43.16,True,True,-231.08,-647.4,-878.48,100.28,-978.76,both_sl_hit,False,False,fixed,fixed,09:40,2024-10-31 12:20:00+05:30,2024-10-31 12:30:00+05:30,2,2024-10-31 12:30:00+05:30
2024-10-31,2024-11-05,3,24215.1,21.05,16.55,37.6,27.36,21.52,True,True,-410.48,-322.72,-733.2,99.31,-832.51,both_sl_hit,False,False,fixed,fixed,09:40,2024-10-31 13:55:00+05:30,2024-10-31 13:44:00+05:30,3,2024-10-31 13:55:00+05:30
2025-01-06,2025-01-07,1,24062.6,139.3,167.85,307.15,181.09,218.2,True,True,-2716.35,-3273.08,-5989.43,134.52,-6123.95,both_sl_hit,False,False,fixed,fixed,09:30,2025-01-06 09:46:00+05:30,2025-01-06 09:36:00+05:30,1,2025-01-06 09:46:00+05:30
2025-01-13,2025-01-14,1,23231.3,158.1,166.2,324.3,152.7,119.75,False,False,351.0,3019.25,3370.25,130.8,3239.45,hard_exit,False,False,fixed,fixed,09:30,2025-01-13 15:15:00+05:30,2025-01-13 15:15:00+05:30,1,2025-01-13 15:15:00+05:30
2025-01-14,2025-01-14,0,23192.4,123.2,108.45,231.65,139.5,54.1,False,False,-1059.5,3532.75,2473.25,120.36,2352.89,hard_exit,False,False,fixed,fixed,09:30,2025-01-14 15:15:00+05:30,2025-01-14 15:15:00+05:30,1,2025-01-14 15:15:00+05:30
2025-01-15,2025-01-21,4,23204.2,86.05,75.7,161.75,61.35,50.75,False,False,1605.5,1621.75,3227.25,111.6,3115.65,hard_exit,False,False,fixed,fixed,09:45,2025-01-15 15:15:00+05:30,2025-01-15 15:15:00+05:30,1,2025-01-15 15:15:00+05:30
2025-01-16,2025-01-21,3,23325.05,21.3,59.75,81.05,27.69,17.8,True,False,-415.35,2726.75,2311.4,126.19,2185.21,winner_booking_pe_30pct,False,False,fixed,fixed,09:40,2025-01-16 09:45:00+05:30,2025-01-16 12:45:00+05:30,1,2025-01-16 12:45:00+05:30
2025-01-16,2025-01-21,3,23322.6,14.0,11.35,25.35,18.2,14.76,True,True,-273.0,-221.33,-494.33,97.71,-592.04,both_sl_hit,False,False,fixed,fixed,09:40,2025-01-16 13:50:00+05:30,2025-01-16 13:35:00+05:30,2,2025-01-16 13:50:00+05:30
2025-01-16,2025-01-21,3,23297.45,4.9,10.7,15.6,5.3,13.91,False,True,-26.0,-208.65,-234.65,120.0,-354.65,hard_exit,False,False,fixed,fixed,09:40,2025-01-16 15:15:00+05:30,2025-01-16 14:37:00+05:30,3,2025-01-16 15:15:00+05:30
2025-01-17,2025-01-21,2,23242.15,174.75,166.7,341.45,227.18,146.5,True,False,-3407.63,1313.0,-2094.63,159.8,-2254.43,hard_exit,False,False,fixed,fixed,09:35,2025-01-17 12:00:00+05:30,2025-01-17 15:15:00+05:30,1,2025-01-17 15:15:00+05:30
2025-01-20,2025-01-21,1,23221.35,190.85,156.5,347.35,153.2,129.95,False,False,2447.25,1725.75,4173.0,133.04,4039.96,hard_exit,False,False,fixed,fixed,09:30,2025-01-20 15:15:00+05:30,2025-01-20 15:15:00+05:30,1,2025-01-20 15:15:00+05:30
2025-01-21,2025-01-21,0,23416.8,140.75,129.35,270.1,182.98,168.16,True,True,-2744.62,-2522.33,-5266.95,129.68,-5396.63,both_sl_hit,False,False,fixed,fixed,09:30,2025-01-21 10:21:00+05:30,2025-01-21 10:19:00+05:30,1,2025-01-21 10:21:00+05:30
2025-01-22,2025-01-28,4,23065.3,122.0,91.65,213.65,68.45,54.85,False,False,3480.75,2392.0,5872.75,116.13,5756.62,hard_exit,False,False,fixed,fixed,09:45,2025-01-22 15:15:00+05:30,2025-01-22 15:15:00+05:30,1,2025-01-22 15:15:00+05:30
2025-01-23,2025-01-28,3,23185.4,56.65,57.1,113.75,14.75,22.1,False,False,2723.5,2275.0,4998.5,104.82,4893.68,winner_booking_ce_26pct,False,False,fixed,fixed,09:40,2025-01-23 11:29:00+05:30,2025-01-23 10:10:00+05:30,1,2025-01-23 11:29:00+05:30
2025-01-23,2025-01-28,3,23232.75,14.1,24.6,38.7,18.33,31.98,True,True,-274.95,-479.7,-754.65,99.46,-854.11,both_sl_hit,False,False,fixed,fixed,09:40,2025-01-23 12:16:00+05:30,2025-01-23 14:08:00+05:30,2,2025-01-23 14:08:00+05:30
2025-01-23,2025-01-28,3,23209.0,11.3,3.15,14.45,7.05,1.1,False,False,276.25,133.25,409.5,95.86,313.64,asymmetric_book_pe_35pct,False,False,fixed,fixed,09:40,2025-01-23 15:15:00+05:30,2025-01-23 15:01:00+05:30,3,2025-01-23 15:15:00+05:30
2025-01-24,2025-01-28,2,23229.3,194.25,189.05,383.3,177.3,156.85,False,False,1101.75,2093.0,3194.75,137.91,3056.84,hard_exit,False,False,fixed,fixed,09:35,2025-01-24 15:15:00+05:30,2025-01-24 15:15:00+05:30,1,2025-01-24 15:15:00+05:30
2025-01-27,2025-01-28,1,22955.15,178.95,166.05,345.0,157.45,150.65,False,False,1397.5,1001.0,2398.5,133.85,2264.65,hard_exit,False,False,fixed,fixed,09:30,2025-01-27 15:15:00+05:30,2025-01-27 15:15:00+05:30,1,2025-01-27 15:15:00+05:30
2025-01-28,2025-01-28,0,22898.4,164.55,145.35,309.9,160.65,121.85,False,False,253.5,1527.5,1781.0,130.07,1650.93,hard_exit,False,False,fixed,fixed,09:30,2025-01-28 15:15:00+05:30,2025-01-28 15:15:00+05:30,1,2025-01-28 15:15:00+05:30
2025-01-29,2025-02-04,4,23044.2,153.1,153.4,306.5,141.4,152.4,False,False,760.5,65.0,825.5,130.25,695.25,hard_exit,False,False,fixed,fixed,09:45,2025-01-29 15:15:00+05:30,2025-01-29 15:15:00+05:30,1,2025-01-29 15:15:00+05:30
2025-01-30,2025-02-04,3,23204.6,106.65,116.0,222.65,56.9,52.05,False,False,3233.75,4156.75,7390.5,116.27,7274.23,combined_decay_51pct,False,False,fixed,fixed,09:40,2025-01-30 12:48:00+05:30,2025-01-30 12:48:00+05:30,1,2025-01-30 12:48:00+05:30
2025-01-30,2025-02-04,3,23226.25,31.0,56.9,87.9,40.3,73.97,True,True,-604.5,-1109.55,-1714.05,105.88,-1819.93,both_sl_hit,False,False,fixed,fixed,09:40,2025-01-30 13:34:00+05:30,2025-01-30 13:58:00+05:30,2,2025-01-30 13:58:00+05:30
2025-01-30,2025-02-04,3,23172.85,39.25,17.2,56.45,10.35,22.36,False,True,1878.5,-335.4,1543.1,123.75,1419.35,winner_booking_ce_26pct,False,False,fixed,fixed,09:40,2025-01-30 14:58:00+05:30,2025-01-30 14:45:00+05:30,3,2025-01-30 14:58:00+05:30
2025-01-31,2025-02-04,2,23308.0,355.2,290.9,646.1,269.0,223.0,False,False,5603.0,4413.5,10016.5,164.89,9851.61,profit_target,False,False,fixed,fixed,09:35,2025-01-31 15:07:00+05:30,2025-01-31 15:07:00+05:30,1,2025-01-31 15:07:00+05:30
2025-02-17,2025-02-18,1,22825.45,190.0,151.55,341.55,175.0,132.8,False,False,975.0,1218.75,2193.75,133.57,2060.18,hard_exit,False,False,fixed,fixed,09:30,2025-02-17 15:15:00+05:30,2025-02-17 15:15:00+05:30,1,2025-02-17 15:15:00+05:30
2025-02-18,2025-02-18,0,22886.9,149.4,159.6,309.0,113.1,127.0,False,False,2359.5,2119.0,4478.5,128.3,4350.2,hard_exit,False,False,fixed,fixed,09:30,2025-02-18 15:15:00+05:30,2025-02-18 15:15:00+05:30,1,2025-02-18 15:15:00+05:30
2025-02-19,2025-02-25,4,22921.6,117.3,85.65,202.95,75.9,111.35,False,True,2691.0,-1670.18,1020.82,141.45,879.37,hard_exit,False,False,fixed,fixed,09:45,2025-02-19 15:15:00+05:30,2025-02-19 09:57:00+05:30,1,2025-02-19 15:15:00+05:30
2025-04-07,2025-04-08,1,22087.95,310.0,248.85,558.85,338.65,323.5,False,True,-1862.25,-4852.58,-6714.82,188.43,-6903.25,loss_limit,False,False,fixed,fixed,09:30,2025-04-07 12:21:00+05:30,2025-04-07 12:20:00+05:30,1,2025-04-07 12:21:00+05:30
2025-04-08,2025-04-08,0,22539.05,153.75,158.9,312.65,199.88,206.57,True,True,-2998.12,-3098.55,-6096.68,135.24,-6231.92,loss_limit,False,False,fixed,fixed,09:30,2025-04-08 10:37:00+05:30,2025-04-08 10:36:00+05:30,1,2025-04-08 10:37:00+05:30
2025-04-09,2025-04-15,2,22414.55,76.2,74.4,150.6,22.2,96.72,False,True,3510.0,-1450.8,2059.2,134.6,1924.6,winner_booking_ce_29pct,False,False,fixed,fixed,09:35,2025-04-09 10:30:00+05:30,2025-04-09 09:38:00+05:30,1,2025-04-09 10:30:00+05:30
2025-04-09,2025-04-15,2,22373.55,37.7,16.15,53.85,11.3,20.99,False,True,1716.0,-314.92,1401.08,123.53,1277.55,winner_booking_ce_30pct,False,False,fixed,fixed,09:35,2025-04-09 12:10:00+05:30,2025-04-09 11:17:00+05:30,2,2025-04-09 12:10:00+05:30
2025-04-09,2025-04-15,2,22426.3,9.85,47.45,57.3,12.8,10.75,True,False,-192.08,2385.5,2193.43,123.45,2069.98,winner_booking_pe_23pct,False,False,fixed,fixed,09:35,2025-04-09 12:56:00+05:30,2025-04-09 12:56:00+05:30,3,2025-04-09 12:56:00+05:30
2025-04-11,2025-04-15,1,22777.95,241.6,223.1,464.7,280.65,223.05,False,False,-2538.25,3.25,-2535.0,151.09,-2686.09,hard_exit,False,False,fixed,fixed,09:30,2025-04-11 15:15:00+05:30,2025-04-11 15:15:00+05:30,1,2025-04-11 15:15:00+05:30
2025-04-15,2025-04-15,0,23289.05,134.4,144.3,278.7,93.15,100.05,False,False,2681.25,2876.25,5557.5,124.05,5433.45,hard_exit,False,False,fixed,fixed,09:30,2025-04-15 15:15:00+05:30,2025-04-15 15:15:00+05:30,1,2025-04-15 15:15:00+05:30
2025-04-16,2025-04-22,3,23340.2,57.45,85.35,142.8,74.68,110.96,True,True,-1120.27,-1664.33,-2784.6,113.05,-2897.65,both_sl_hit,False,False,fixed,fixed,09:40,2025-04-16 09:45:00+05:30,2025-04-16 10:58:00+05:30,1,2025-04-16 10:58:00+05:30
2025-04-17,2025-04-22,2,23324.75,54.2,48.35,102.55,70.46,62.86,True,True,-1056.9,-942.83,-1999.73,107.8,-2107.53,both_sl_hit,False,False,fixed,fixed,09:35,2025-04-17 09:48:00+05:30,2025-04-17 09:36:00+05:30,1,2025-04-17 09:48:00+05:30
2025-04-17,2025-04-22,2,23409.25,58.7,60.5,119.2,76.31,78.65,True,True,-1144.65,-1179.75,-2324.4,109.97,-2434.37,both_sl_hit,False,False,fixed,fixed,09:35,2025-04-17 10:42:00+05:30,2025-04-17 10:45:00+05:30,2,2025-04-17 10:45:00+05:30
2025-04-21,2025-04-22,1,23934.15,151.85,190.0,341.85,123.05,126.45,False,False,1872.0,4130.75,6002.75,131.26,5871.49,hard_exit,False,False,fixed,fixed,09:30,2025-04-21 15:15:00+05:30,2025-04-21 15:15:00+05:30,1,2025-04-21 15:15:00+05:30
2025-04-22,2025-04-22,0,24141.1,96.1,118.1,214.2,105.9,88.2,False,False,-637.0,1943.5,1306.5,119.01,1187.49,hard_exit,False,False,fixed,fixed,09:30,2025-04-22 15:15:00+05:30,2025-04-22 15:15:00+05:30,1,2025-04-22 15:15:00+05:30
2025-04-23,2025-04-29,4,24331.4,69.75,97.6,167.35,90.68,63.15,True,False,-1360.12,2239.25,879.12,137.31,741.81,hard_exit,False,False,fixed,fixed,09:45,2025-04-23 09:50:00+05:30,2025-04-23 15:15:00+05:30,1,2025-04-23 15:15:00+05:30
2025-04-24,2025-04-29,3,24267.15,49.05,33.45,82.5,14.45,43.49,False,True,2249.0,-652.28,1596.72,126.81,1469.91,winner_booking_ce_29pct,False,False,fixed,fixed,09:40,2025-04-24 11:19:00+05:30,2025-04-24 09:41:00+05:30,1,2025-04-24 11:19:00+05:30
2025-04-24,2025-04-29,3,24261.7,17.75,12.95,30.7,5.0,16.84,False,True,828.75,-252.53,576.22,121.29,454.93,winner_booking_ce_28pct,False,False,fixed,fixed,09:40,2025-04-24 13:37:00+05:30,2025-04-24 12:35:00+05:30,2,2025-04-24 13:37:00+05:30
2025-04-24,2025-04-29,3,24259.75,11.55,3.15,14.7,3.15,4.1,False,True,546.0,-61.42,484.58,119.45,365.12,winner_booking_ce_27pct,False,False,fixed,fixed,09:40,2025-04-24 14:45:00+05:30,2025-04-24 14:25:00+05:30,3,2025-04-24 14:45:00+05:30
2025-04-25,2025-04-29,2,24276.95,181.85,176.75,358.6,236.4,164.35,True,False,-3546.08,806.0,-2740.08,162.23,-2902.3,hard_exit,False,False,fixed,fixed,09:35,2025-04-25 10:00:00+05:30,2025-04-25 15:15:00+05:30,1,2025-04-25 15:15:00+05:30
2025-04-28,2025-04-29,1,24132.65,130.6,126.35,256.95,169.78,107.0,True,False,-2546.7,1257.75,-1288.95,149.28,-1438.23,hard_exit,False,False,fixed,fixed,09:30,2025-04-28 09:41:00+05:30,2025-04-28 15:15:00+05:30,1,2025-04-28 15:15:00+05:30
2025-04-29,2025-04-29,0,24395.6,83.25,88.3,171.55,108.22,50.75,True,False,-1623.38,2440.75,817.37,137.85,679.52,hard_exit,False,False,fixed,fixed,09:30,2025-04-29 09:39:00+05:30,2025-04-29 15:15:00+05:30,1,2025-04-29 15:15:00+05:30
2025-04-30,2025-05-06,3,24354.75,30.65,35.2,65.85,39.84,45.76,True,True,-597.68,-686.4,-1284.08,103.0,-1387.08,both_sl_hit,False,False,fixed,fixed,09:40,2025-04-30 09:56:00+05:30,2025-04-30 09:48:00+05:30,1,2025-04-30 09:56:00+05:30
2025-04-30,2025-05-06,3,24323.45,31.05,18.95,50.0,40.36,24.64,True,True,-605.48,-369.53,-975.0,100.93,-1075.93,both_sl_hit,False,False,fixed,fixed,09:40,2025-04-30 11:18:00+05:30,2025-04-30 10:47:00+05:30,2,2025-04-30 11:18:00+05:30
2025-04-30,2025-05-06,3,24347.75,30.95,20.1,51.05,12.0,6.0,False,False,1231.75,916.5,2148.25,99.14,2049.11,winner_booking_pe_30pct,False,False,fixed,fixed,09:40,2025-04-30 13:00:00+05:30,2025-04-30 14:15:00+05:30,3,2025-04-30 14:15:00+05:30
2025-05-02,2025-05-06,2,24520.9,228.6,155.5,384.1,172.65,202.15,False,True,3636.75,-3032.25,604.5,163.2,441.3,hard_exit,False,False,fixed,fixed,09:35,2025-05-02 15:15:00+05:30,2025-05-02 12:27:00+05:30,1,2025-05-02 15:15:00+05:30
2025-05-05,2025-05-06,1,24445.25,134.15,144.45,278.6,111.1,97.25,False,False,1498.25,3068.0,4566.25,124.64,4441.61,hard_exit,False,False,fixed,fixed,09:30,2025-05-05 15:15:00+05:30,2025-05-05 15:15:00+05:30,1,2025-05-05 15:15:00+05:30
2025-05-06,2025-05-06,0,24436.55,79.0,93.15,172.15,75.0,82.0,False,False,260.0,724.75,984.75,114.22,870.53,hard_exit,False,False,fixed,fixed,09:30,2025-05-06 15:15:00+05:30,2025-05-06 15:15:00+05:30,1,2025-05-06 15:15:00+05:30
2025-05-07,2025-05-13,4,24383.15,81.4,99.75,181.15,105.82,75.8,True,False,-1587.3,1556.75,-30.55,139.51,-170.06,hard_exit,False,False,fixed,fixed,09:45,2025-05-07 09:46:00+05:30,2025-05-07 15:15:00+05:30,1,2025-05-07 15:15:00+05:30
2025-05-08,2025-05-13,3,24388.4,17.9,43.8,61.7,11.35,18.8,False,False,425.75,1625.0,2050.75,100.46,1950.29,combined_decay_51pct,False,False,fixed,fixed,09:40,2025-05-08 11:19:00+05:30,2025-05-08 11:19:00+05:30,1,2025-05-08 11:19:00+05:30
2025-05-08,2025-05-13,3,24400.8,9.35,11.75,21.1,12.16,15.28,True,True,-182.32,-229.13,-411.45,97.16,-508.61,both_sl_hit,False,False,fixed,fixed,09:40,2025-05-08 12:15:00+05:30,2025-05-08 13:07:00+05:30,2,2025-05-08 13:07:00+05:30
2025-05-08,2025-05-13,3,24340.85,15.35,19.6,34.95,19.96,25.48,True,True,-299.33,-382.2,-681.53,98.97,-780.5,both_sl_hit,False,False,fixed,fixed,09:40,2025-05-08 14:12:00+05:30,2025-05-08 14:55:00+05:30,3,2025-05-08 14:55:00+05:30
2025-05-09,2025-05-13,2,24050.35,257.7,271.0,528.7,232.0,246.35,False,False,1670.5,1602.25,3272.75,155.11,3117.64,hard_exit,False,False,fixed,fixed,09:35,2025-05-09 15:15:00+05:30,2025-05-09 15:15:00+05:30,1,2025-05-09 15:15:00+05:30
2025-05-12,2025-05-13,1,24586.95,133.35,151.45,284.8,173.36,196.88,True,True,-2600.32,-2953.28,-5553.6,131.6,-5685.2,both_sl_hit,False,False,fixed,fixed,09:30,2025-05-12 09:54:00+05:30,2025-05-12 12:30:00+05:30,1,2025-05-12 12:30:00+05:30
2025-05-13,2025-05-13,0,24747.3,182.4,196.6,379.0,237.12,132.1,True,False,-3556.8,4192.5,635.7,162.57,473.13,hard_exit,False,False,fixed,fixed,09:30,2025-05-13 09:40:00+05:30,2025-05-13 15:15:00+05:30,1,2025-05-13 15:15:00+05:30
2025-05-14,2025-05-20,4,24739.7,101.55,128.5,230.05,79.1,113.6,False,False,1459.25,968.5,2427.75,120.2,2307.55,hard_exit,False,False,fixed,fixed,09:45,2025-05-14 15:15:00+05:30,2025-05-14 15:15:00+05:30,1,2025-05-14 15:15:00+05:30
2025-05-15,2025-05-20,3,24566.25,63.25,62.7,125.95,82.22,81.51,True,True,-1233.38,-1222.65,-2456.03,110.85,-2566.88,both_sl_hit,False,False,fixed,fixed,09:40,2025-05-15 09:52:00+05:30,2025-05-15 09:44:00+05:30,1,2025-05-15 09:52:00+05:30
2025-05-16,2025-05-20,2,25021.25,206.9,172.15,379.05,197.95,162.3,False,False,581.75,640.25,1222.0,138.62,1083.38,hard_exit,False,False,fixed,fixed,09:35,2025-05-16 15:15:00+05:30,2025-05-16 15:15:00+05:30,1,2025-05-16 15:15:00+05:30
2025-05-19,2025-05-20,1,25031.8,162.15,179.0,341.15,147.25,167.0,False,False,968.5,780.0,1748.5,133.8,1614.7,hard_exit,False,False,fixed,fixed,09:30,2025-05-19 15:15:00+05:30,2025-05-19 15:15:00+05:30,1,2025-05-19 15:15:00+05:30
2025-05-20,2025-05-20,0,24927.4,124.65,142.15,266.8,162.05,102.15,True,False,-2430.68,2600.0,169.32,149.55,19.77,hard_exit,False,False,fixed,fixed,09:30,2025-05-20 09:53:00+05:30,2025-05-20 15:15:00+05:30,1,2025-05-20 15:15:00+05:30
2025-05-21,2025-05-27,4,24818.2,141.05,113.45,254.5,97.9,121.05,False,False,2804.75,-494.0,2310.75,123.17,2187.58,hard_exit,False,False,fixed,fixed,09:45,2025-05-21 15:15:00+05:30,2025-05-21 15:15:00+05:30,1,2025-05-21 15:15:00+05:30
2025-05-22,2025-05-27,3,24586.8,67.35,91.95,159.3,33.1,44.35,False,False,2226.25,3094.0,5320.25,110.03,5210.22,combined_decay_51pct,False,False,fixed,fixed,09:40,2025-05-22 10:34:00+05:30,2025-05-22 10:34:00+05:30,1,2025-05-22 10:34:00+05:30
2025-05-22,2025-05-27,3,24599.7,19.5,34.6,54.1,25.35,44.98,True,True,-380.25,-674.7,-1054.95,101.47,-1156.42,both_sl_hit,False,False,fixed,fixed,09:40,2025-05-22 11:27:00+05:30,2025-05-22 11:23:00+05:30,2,2025-05-22 11:27:00+05:30
2025-05-22,2025-05-27,3,24580.55,19.5,57.4,76.9,25.35,16.35,True,False,-380.25,2668.25,2288.0,125.72,2162.28,winner_booking_pe_28pct,False,False,fixed,fixed,09:40,2025-05-22 12:13:00+05:30,2025-05-22 13:44:00+05:30,3,2025-05-22 13:44:00+05:30
2025-05-23,2025-05-27,2,24755.35,215.0,177.5,392.5,218.8,187.35,False,False,-247.0,-640.25,-887.25,141.51,-1028.76,hard_exit,False,False,fixed,fixed,09:35,2025-05-23 15:15:00+05:30,2025-05-23 15:15:00+05:30,1,2025-05-23 15:15:00+05:30
2025-05-26,2025-05-27,1,25044.8,223.25,185.0,408.25,221.1,186.15,False,False,139.75,-74.75,65.0,142.79,-77.79,hard_exit,False,False,fixed,fixed,09:30,2025-05-26 15:15:00+05:30,2025-05-26 15:15:00+05:30,1,2025-05-26 15:15:00+05:30
2025-05-27,2025-05-27,0,24792.1,225.9,210.6,436.5,196.3,174.45,False,False,1924.0,2349.75,4273.75,143.56,4130.19,hard_exit,False,False,fixed,fixed,09:30,2025-05-27 15:15:00+05:30,2025-05-27 15:15:00+05:30,1,2025-05-27 15:15:00+05:30
2025-05-28,2025-06-03,4,24798.6,175.65,157.1,332.75,117.2,108.2,False,False,3799.25,3178.5,6977.75,129.58,6848.17,hard_exit,False,False,fixed,fixed,09:45,2025-05-28 15:15:00+05:30,2025-05-28 15:15:00+05:30,1,2025-05-28 15:15:00+05:30
2025-05-29,2025-06-03,3,24802.9,55.85,39.9,95.75,72.6,51.87,True,True,-1089.08,-778.05,-1867.13,106.91,-1974.04,both_sl_hit,False,False,fixed,fixed,09:40,2025-05-29 10:02:00+05:30,2025-05-29 09:47:00+05:30,1,2025-05-29 10:02:00+05:30
