date,expiry,dte,spot_at_entry,ce_entry,pe_entry,combined_premium,ce_exit,pe_exit,ce_sl_hit,pe_sl_hit,ce_pnl,pe_pnl,total_pnl,exit_reason,ce_trailing_activated,pe_trailing_activated,ce_exit_sl_type,pe_exit_sl_type,entry_time,ce_exit_time,pe_exit_time,trade_number,_last_exit_ts
2023-10-26,2023-10-31,3,18902.3,31.95,51.25,83.2,41.54,66.62,True,True,-623.03,-999.38,-1622.4,both_sl_hit,False,False,fixed,fixed,09:40,2023-10-26 11:56:00+05:30,2023-10-26 10:57:00+05:30,2,2023-10-26 11:56:00+05:30
2023-10-26,2023-10-31,3,18869.55,34.4,19.05,53.45,5.25,24.76,False,True,1894.75,-371.48,1523.28,winner_booking_ce_15pct,False,False,fixed,fixed,09:40,2023-10-26 14:38:00+05:30,2023-10-26 12:45:00+05:30,3,2023-10-26 14:38:00+05:30
2023-10-27,2023-10-31,2,18995.8,124.7,118.65,243.35,116.0,101.8,False,False,565.5,1095.25,1660.75,hard_exit,False,False,fixed,fixed,09:35,2023-10-27 15:15:00+05:30,2023-10-27 15:15:00+05:30,1,2023-10-27 15:15:00+05:30
2023-10-30,2023-10-31,1,18990.55,94.0,106.2,200.2,122.2,82.85,True,False,-1833.0,1517.75,-315.25,hard_exit,False,False,fixed,fixed,09:30,2023-10-30 11:01:00+05:30,2023-10-30 15:15:00+05:30,1,2023-10-30 15:15:00+05:30
2023-10-31,2023-10-31,0,19153.05,90.7,81.0,171.7,77.55,71.0,False,False,854.75,650.0,1504.75,hard_exit,False,False,fixed,fixed,09:30,2023-10-31 15:15:00+05:30,2023-10-31 15:15:00+05:30,1,2023-10-31 15:15:00+05:30
2023-12-01,2023-12-05,2,20223.15,166.2,90.85,257.05,152.25,118.1,False,True,906.75,-1771.57,-864.83,hard_exit,False,False,fixed,fixed,09:35,2023-12-01 15:15:00+05:30,2023-12-01 11:39:00+05:30,1,2023-12-01 15:15:00+05:30
2023-12-04,2023-12-05,1,20571.1,121.6,73.85,195.45,104.0,96.0,False,True,1144.0,-1440.08,-296.08,hard_exit,False,False,fixed,fixed,09:30,2023-12-04 15:15:00+05:30,2023-12-04 09:31:00+05:30,1,2023-12-04 15:15:00+05:30
2023-12-05,2023-12-05,0,20752.45,100.6,95.75,196.35,130.78,71.4,True,False,-1961.7,1582.75,-378.95,hard_exit,False,False,fixed,fixed,09:30,2023-12-05 10:21:00+05:30,2023-12-05 15:15:00+05:30,1,2023-12-05 15:15:00+05:30
2023-12-06,2023-12-12,4,20933.2,70.5,82.05,152.55,91.65,58.0,True,False,-1374.75,1563.25,188.5,hard_exit,False,False,fixed,fixed,09:45,2023-12-06 10:03:00+05:30,2023-12-06 15:15:00+05:30,1,2023-12-06 15:15:00+05:30
2023-12-07,2023-12-12,3,20891.95,31.8,37.2,69.0,41.34,48.36,True,True,-620.1,-725.4,-1345.5,both_sl_hit,False,False,fixed,fixed,09:40,2023-12-07 09:48:00+05:30,2023-12-07 11:04:00+05:30,1,2023-12-07 11:04:00+05:30
2023-12-07,2023-12-12,3,20902.85,21.8,18.55,40.35,28.34,24.12,True,True,-425.1,-361.73,-786.83,both_sl_hit,False,False,fixed,fixed,09:40,2023-12-07 11:51:00+05:30,2023-12-07 12:09:00+05:30,2,2023-12-07 12:09:00+05:30
2023-12-07,2023-12-12,3,20913.1,18.55,15.0,33.55,24.12,19.5,True,True,-361.73,-292.5,-654.23,both_sl_hit,False,False,fixed,fixed,09:40,2023-12-07 13:13:00+05:30,2023-12-07 13:36:00+05:30,3,2023-12-07 13:36:00+05:30
2023-12-08,2023-12-12,2,20958.2,144.2,92.2,236.4,141.8,73.3,False,False,156.0,1228.5,1384.5,hard_exit,False,False,fixed,fixed,09:35,2023-12-08 15:15:00+05:30,2023-12-08 15:15:00+05:30,1,2023-12-08 15:15:00+05:30
2023-12-11,2023-12-12,1,20968.5,119.55,83.0,202.55,98.55,82.3,False,False,1365.0,45.5,1410.5,hard_exit,False,False,fixed,fixed,09:30,2023-12-11 15:15:00+05:30,2023-12-11 15:15:00+05:30,1,2023-12-11 15:15:00+05:30
2023-12-12,2023-12-12,0,21023.6,110.7,63.35,174.05,108.7,82.36,False,True,130.0,-1235.33,-1105.33,hard_exit,False,False,fixed,fixed,09:30,2023-12-12 15:15:00+05:30,2023-12-12 09:33:00+05:30,1,2023-12-12 15:15:00+05:30
2023-12-13,2023-12-19,4,20880.0,77.75,58.95,136.7,101.08,59.65,True,False,-1516.13,-45.5,-1561.62,hard_exit,False,False,fixed,fixed,09:45,2023-12-13 09:51:00+05:30,2023-12-13 15:15:00+05:30,1,2023-12-13 15:15:00+05:30
2023-12-14,2023-12-19,3,21138.25,22.3,46.25,68.55,28.99,12.95,True,False,-434.85,2164.5,1729.65,winner_booking_pe_28pct,False,False,fixed,fixed,09:40,2023-12-14 09:49:00+05:30,2023-12-14 12:28:00+05:30,1,2023-12-14 12:28:00+05:30
2023-12-14,2023-12-19,3,21177.9,10.15,35.75,45.9,13.2,3.9,True,False,-197.92,2070.25,1872.32,winner_booking_pe_11pct,False,False,fixed,fixed,09:40,2023-12-14 13:19:00+05:30,2023-12-14 14:54:00+05:30,2,2023-12-14 14:54:00+05:30
2023-12-15,2023-12-19,2,21252.8,161.5,75.8,237.3,162.75,98.54,False,True,-81.25,-1478.1,-1559.35,hard_exit,False,False,fixed,fixed,09:35,2023-12-15 15:15:00+05:30,2023-12-15 10:13:00+05:30,1,2023-12-15 15:15:00+05:30
2023-12-18,2023-12-19,1,21456.3,126.6,104.6,231.2,114.3,92.85,False,False,799.5,763.75,1563.25,hard_exit,False,False,fixed,fixed,09:30,2023-12-18 15:15:00+05:30,2023-12-18 15:15:00+05:30,1,2023-12-18 15:15:00+05:30
2023-12-19,2023-12-19,0,21434.45,85.1,95.1,180.2,110.63,64.7,True,False,-1659.45,1976.0,316.55,hard_exit,False,False,fixed,fixed,09:30,2023-12-19 09:56:00+05:30,2023-12-19 15:15:00+05:30,1,2023-12-19 15:15:00+05:30
2023-12-20,2023-12-26,4,21574.55,81.45,50.45,131.9,105.88,65.59,True,True,-1588.28,-983.78,-2572.05,both_sl_hit,False,False,fixed,fixed,09:45,2023-12-20 13:31:00+05:30,2023-12-20 09:49:00+05:30,1,2023-12-20 13:31:00+05:30
2023-12-21,2023-12-26,3,21052.8,55.65,60.65,116.3,11.65,78.84,False,True,2860.0,-1182.68,1677.32,winner_booking_ce_21pct,False,False,fixed,fixed,09:40,2023-12-21 14:15:00+05:30,2023-12-21 09:45:00+05:30,1,2023-12-21 14:15:00+05:30
2023-12-21,2023-12-26,3,21244.15,6.95,10.55,17.5,9.04,13.72,True,True,-135.52,-205.73,-341.25,both_sl_hit,False,False,fixed,fixed,09:40,2023-12-21 15:01:00+05:30,2023-12-21 15:06:00+05:30,2,2023-12-21 15:06:00+05:30
2023-12-22,2023-12-26,2,21270.35,178.25,98.2,276.45,163.5,127.66,False,True,958.75,-1914.9,-956.15,hard_exit,False,False,fixed,fixed,09:35,2023-12-22 15:15:00+05:30,2023-12-22 13:53:00+05:30,1,2023-12-22 15:15:00+05:30
2023-12-26,2023-12-26,0,21350.25,127.35,91.7,219.05,105.25,76.05,False,False,1436.5,1017.25,2453.75,hard_exit,False,False,fixed,fixed,09:30,2023-12-26 15:15:00+05:30,2023-12-26 15:15:00+05:30,1,2023-12-26 15:15:00+05:30
2023-12-27,2024-01-02,4,21552.35,90.55,69.0,159.55,89.25,48.15,False,False,84.5,1355.25,1439.75,hard_exit,False,False,fixed,fixed,09:45,2023-12-27 15:15:00+05:30,2023-12-27 15:15:00+05:30,1,2023-12-27 15:15:00+05:30
2023-12-28,2024-01-02,3,21722.65,80.45,40.95,121.4,23.5,53.24,False,True,3701.75,-798.53,2903.22,winner_booking_ce_29pct,False,False,fixed,fixed,09:40,2023-12-28 12:13:00+05:30,2023-12-28 09:42:00+05:30,1,2023-12-28 12:13:00+05:30
2023-12-28,2024-01-02,3,21758.25,34.6,20.25,54.85,7.15,26.32,False,True,1784.25,-394.87,1389.38,winner_booking_ce_21pct,False,False,fixed,fixed,09:40,2023-12-28 14:48:00+05:30,2023-12-28 13:13:00+05:30,2,2023-12-28 14:48:00+05:30
2023-12-29,2024-01-02,2,21755.4,190.05,129.7,319.75,155.25,116.2,False,False,2262.0,877.5,3139.5,hard_exit,False,False,fixed,fixed,09:35,2023-12-29 15:15:00+05:30,2023-12-29 15:15:00+05:30,1,2023-12-29 15:15:00+05:30
2024-01-01,2024-01-02,1,21695.35,131.2,108.3,239.5,170.56,79.35,True,False,-2558.4,1881.75,-676.65,hard_exit,False,False,fixed,fixed,09:30,2024-01-01 14:44:00+05:30,2024-01-01 15:15:00+05:30,1,2024-01-01 15:15:00+05:30
2024-01-02,2024-01-02,0,21731.35,98.2,96.85,195.05,127.66,81.3,True,False,-1914.9,1010.75,-904.15,hard_exit,False,False,fixed,fixed,09:30,2024-01-02 09:56:00+05:30,2024-01-02 15:15:00+05:30,1,2024-01-02 15:15:00+05:30
2024-01-03,2024-01-09,4,21570.2,92.95,70.25,163.2,55.4,91.32,False,True,2440.75,-1369.88,1070.88,hard_exit,False,False,fixed,fixed,09:45,2024-01-03 15:15:00+05:30,2024-01-03 09:51:00+05:30,1,2024-01-03 15:15:00+05:30
2024-01-04,2024-01-09,3,21607.9,36.75,29.5,66.25,10.8,38.35,False,True,1686.75,-575.25,1111.5,winner_booking_ce_29pct,False,False,fixed,fixed,09:40,2024-01-04 13:58:00+05:30,2024-01-04 10:14:00+05:30,1,2024-01-04 13:58:00+05:30
2024-01-04,2024-01-09,3,21648.9,5.65,10.2,15.85,7.35,2.8,True,False,-110.18,481.0,370.82,winner_booking_pe_27pct,False,False,fixed,fixed,09:40,2024-01-04 15:00:00+05:30,2024-01-04 15:04:00+05:30,2,2024-01-04 15:04:00+05:30
2024-01-05,2024-01-09,2,21737.85,114.65,119.1,233.75,149.05,96.7,True,False,-2235.68,1456.0,-779.68,hard_exit,False,False,fixed,fixed,09:35,2024-01-05 11:17:00+05:30,2024-01-05 15:15:00+05:30,1,2024-01-05 15:15:00+05:30
2024-01-08,2024-01-09,1,21720.15,113.05,91.35,204.4,115.3,118.76,False,True,-146.25,-1781.32,-1927.58,hard_exit,False,False,fixed,fixed,09:30,2024-01-08 15:15:00+05:30,2024-01-08 09:39:00+05:30,1,2024-01-08 15:15:00+05:30
2024-01-09,2024-01-09,0,21662.2,101.4,70.6,172.0,80.3,91.78,False,True,1371.5,-1376.7,-5.2,hard_exit,False,False,fixed,fixed,09:30,2024-01-09 15:15:00+05:30,2024-01-09 09:50:00+05:30,1,2024-01-09 15:15:00+05:30
2024-01-10,2024-01-16,4,21541.75,78.15,85.65,163.8,101.6,34.2,True,False,-1523.93,3344.25,1820.32,hard_exit,False,False,fixed,fixed,09:45,2024-01-10 09:58:00+05:30,2024-01-10 15:15:00+05:30,1,2024-01-10 15:15:00+05:30
2024-01-11,2024-01-16,3,21697.75,31.6,40.75,72.35,41.08,52.98,True,True,-616.2,-794.63,-1410.83,both_sl_hit,False,False,fixed,fixed,09:40,2024-01-11 09:54:00+05:30,2024-01-11 09:42:00+05:30,1,2024-01-11 09:54:00+05:30
2024-01-11,2024-01-16,3,21669.9,33.6,18.7,52.3,9.35,24.31,False,True,1576.25,-364.65,1211.6,winner_booking_ce_28pct,False,False,fixed,fixed,09:40,2024-01-11 13:10:00+05:30,2024-01-11 10:54:00+05:30,2,2024-01-11 13:10:00+05:30
2024-01-11,2024-01-16,3,21663.85,16.65,11.05,27.7,21.64,14.37,True,True,-324.68,-215.48,-540.15,both_sl_hit,False,False,fixed,fixed,09:40,2024-01-11 14:12:00+05:30,2024-01-11 14:09:00+05:30,3,2024-01-11 14:12:00+05:30
2024-01-12,2024-01-16,2,21728.7,127.5,126.0,253.5,165.75,120.75,True,False,-2486.25,341.25,-2145.0,hard_exit,False,False,fixed,fixed,09:35,2024-01-12 10:29:00+05:30,2024-01-12 15:15:00+05:30,1,2024-01-12 15:15:00+05:30
2024-01-15,2024-01-16,1,22067.75,135.6,112.05,247.65,119.85,103.9,False,False,1023.75,529.75,1553.5,hard_exit,False,False,fixed,fixed,09:30,2024-01-15 15:15:00+05:30,2024-01-15 15:15:00+05:30,1,2024-01-15 15:15:00+05:30
2024-01-16,2024-01-16,0,22061.9,110.85,98.9,209.75,79.3,99.35,False,False,2050.75,-29.25,2021.5,hard_exit,False,False,fixed,fixed,09:30,2024-01-16 15:15:00+05:30,2024-01-16 15:15:00+05:30,1,2024-01-16 15:15:00+05:30
2024-01-17,2024-01-23,4,21825.25,75.2,101.25,176.45,97.76,88.75,True,False,-1466.4,812.5,-653.9,hard_exit,False,False,fixed,fixed,09:45,2024-01-17 09:46:00+05:30,2024-01-17 15:15:00+05:30,1,2024-01-17 15:15:00+05:30
2024-01-18,2024-01-23,3,21373.85,66.7,47.75,114.45,19.65,62.08,False,True,3058.25,-931.13,2127.12,winner_booking_ce_29pct,False,False,fixed,fixed,09:40,2024-01-18 11:53:00+05:30,2024-01-18 09:41:00+05:30,1,2024-01-18 11:53:00+05:30
2024-01-18,2024-01-23,3,21483.75,16.75,45.5,62.25,21.78,13.2,True,False,-326.63,2099.5,1772.88,winner_booking_pe_29pct,False,False,fixed,fixed,09:40,2024-01-18 12:42:00+05:30,2024-01-18 13:54:00+05:30,2,2024-01-18 13:54:00+05:30
2024-01-18,2024-01-23,3,21452.6,8.9,10.05,18.95,11.57,13.07,True,True,-173.55,-195.98,-369.52,both_sl_hit,False,False,fixed,fixed,09:40,2024-01-18 14:41:00+05:30,2024-01-18 14:42:00+05:30,3,2024-01-18 14:42:00+05:30
2024-01-19,2024-01-23,2,21638.6,161.85,150.6,312.45,185.1,112.55,False,False,-1511.25,2473.25,962.0,hard_exit,False,False,fixed,fixed,09:35,2024-01-19 15:15:00+05:30,2024-01-19 15:15:00+05:30,1,2024-01-19 15:15:00+05:30
2024-01-23,2024-01-23,0,21718.35,137.85,79.95,217.8,97.25,103.94,False,True,2639.0,-1559.02,1079.97,hard_exit,False,False,fixed,fixed,09:30,2024-01-23 15:15:00+05:30,2024-01-23 10:17:00+05:30,1,2024-01-23 15:15:00+05:30
2024-01-24,2024-01-30,4,21290.3,118.5,109.15,227.65,154.05,54.95,True,False,-2310.75,3523.0,1212.25,hard_exit,False,False,fixed,fixed,09:45,2024-01-24 10:02:00+05:30,2024-01-24 15:15:00+05:30,1,2024-01-24 15:15:00+05:30
2024-01-25,2024-01-30,3,21404.35,68.6,57.1,125.7,89.18,74.23,True,True,-1337.7,-1113.45,-2451.15,both_sl_hit,False,False,fixed,fixed,09:40,2024-01-25 10:54:00+05:30,2024-01-25 09:44:00+05:30,1,2024-01-25 10:54:00+05:30
2024-01-29,2024-01-30,1,21545.8,233.25,153.5,386.75,183.0,168.5,False,False,3266.25,-975.0,2291.25,hard_exit,False,False,fixed,fixed,09:30,2024-01-29 15:15:00+05:30,2024-01-29 15:15:00+05:30,1,2024-01-29 15:15:00+05:30
2024-01-30,2024-01-30,0,21732.0,196.6,170.1,366.7,180.6,123.1,False,False,1040.0,3055.0,4095.0,hard_exit,False,False,fixed,fixed,09:30,2024-01-30 15:15:00+05:30,2024-01-30 15:15:00+05:30,1,2024-01-30 15:15:00+05:30
2024-01-31,2024-02-06,4,21578.1,151.0,136.45,287.45,139.1,116.0,False,False,773.5,1329.25,2102.75,hard_exit,False,False,fixed,fixed,09:45,2024-01-31 15:15:00+05:30,2024-01-31 15:15:00+05:30,1,2024-01-31 15:15:00+05:30
2024-02-01,2024-02-06,3,21734.1,79.9,116.2,196.1,103.87,34.4,True,False,-1558.05,5317.0,3758.95,winner_booking_pe_30pct,False,False,fixed,fixed,09:40,2024-02-01 11:03:00+05:30,2024-02-01 12:19:00+05:30,1,2024-02-01 12:19:00+05:30
2024-02-01,2024-02-06,3,21730.85,28.25,46.7,74.95,36.72,60.71,True,True,-550.88,-910.65,-1461.53,both_sl_hit,False,False,fixed,fixed,09:40,2024-02-01 13:07:00+05:30,2024-02-01 13:22:00+05:30,2,2024-02-01 13:22:00+05:30
2024-02-01,2024-02-06,3,21705.45,22.05,22.6,44.65,28.67,29.38,True,True,-429.98,-440.7,-870.68,both_sl_hit,False,False,fixed,fixed,09:40,2024-02-01 14:08:00+05:30,2024-02-01 14:12:00+05:30,3,2024-02-01 14:12:00+05:30
2024-02-02,2024-02-06,2,21952.5,181.35,143.3,324.65,173.9,138.55,False,False,484.25,308.75,793.0,hard_exit,False,False,fixed,fixed,09:35,2024-02-02 15:15:00+05:30,2024-02-02 15:15:00+05:30,1,2024-02-02 15:15:00+05:30
2024-02-05,2024-02-06,1,21879.55,148.45,167.6,316.05,132.55,157.2,False,False,1033.5,676.0,1709.5,hard_exit,False,False,fixed,fixed,09:30,2024-02-05 15:15:00+05:30,2024-02-05 15:15:00+05:30,1,2024-02-05 15:15:00+05:30
2024-02-06,2024-02-06,0,21799.05,128.0,148.05,276.05,122.05,117.0,False,False,386.75,2018.25,2405.0,hard_exit,False,False,fixed,fixed,09:30,2024-02-06 15:15:00+05:30,2024-02-06 15:15:00+05:30,1,2024-02-06 15:15:00+05:30
2024-02-07,2024-02-13,4,21975.0,134.45,87.0,221.45,76.7,113.1,False,True,3753.75,-1696.5,2057.25,hard_exit,False,False,fixed,fixed,09:45,2024-02-07 15:15:00+05:30,2024-02-07 09:49:00+05:30,1,2024-02-07 15:15:00+05:30
2024-02-08,2024-02-13,3,21977.15,49.25,68.0,117.25,64.03,88.4,True,True,-960.38,-1326.0,-2286.38,both_sl_hit,False,False,fixed,fixed,09:40,2024-02-08 09:41:00+05:30,2024-02-08 11:04:00+05:30,1,2024-02-08 11:04:00+05:30
2024-02-09,2024-02-13,2,21778.05,173.35,173.3,346.65,154.35,152.25,False,False,1235.0,1368.25,2603.25,hard_exit,False,False,fixed,fixed,09:35,2024-02-09 15:15:00+05:30,2024-02-09 15:15:00+05:30,1,2024-02-09 15:15:00+05:30
2024-02-12,2024-02-13,1,21807.85,153.2,135.75,288.95,147.65,136.0,False,False,360.75,-16.25,344.5,hard_exit,False,False,fixed,fixed,09:30,2024-02-12 15:15:00+05:30,2024-02-12 15:15:00+05:30,1,2024-02-12 15:15:00+05:30
2024-02-13,2024-02-13,0,21573.65,162.0,125.95,287.95,114.8,102.75,False,False,3068.0,1508.0,4576.0,hard_exit,False,False,fixed,fixed,09:30,2024-02-13 15:15:00+05:30,2024-02-13 15:15:00+05:30,1,2024-02-13 15:15:00+05:30
2024-02-14,2024-02-20,4,21559.7,91.75,100.65,192.4,119.28,51.35,True,False,-1789.13,3204.5,1415.38,hard_exit,False,False,fixed,fixed,09:45,2024-02-14 15:01:00+05:30,2024-02-14 15:15:00+05:30,1,2024-02-14 15:15:00+05:30
2024-02-15,2024-02-20,3,21837.05,52.5,63.25,115.75,68.25,18.65,True,False,-1023.75,2899.0,1875.25,winner_booking_pe_29pct,False,False,fixed,fixed,09:40,2024-02-15 09:48:00+05:30,2024-02-15 13:13:00+05:30,1,2024-02-15 13:13:00+05:30
2024-02-15,2024-02-20,3,21944.9,37.95,31.05,69.0,49.34,40.36,True,True,-740.03,-605.48,-1345.5,both_sl_hit,False,False,fixed,fixed,09:40,2024-02-15 14:04:00+05:30,2024-02-15 14:01:00+05:30,2,2024-02-15 14:04:00+05:30
2024-02-15,2024-02-20,3,21906.0,15.15,13.7,28.85,19.7,4.1,True,False,-295.42,624.0,328.58,winner_booking_pe_30pct,False,False,fixed,fixed,09:40,2024-02-15 14:51:00+05:30,2024-02-15 15:06:00+05:30,3,2024-02-15 15:06:00+05:30
2024-02-16,2024-02-20,2,21995.6,176.25,144.7,320.95,155.1,148.85,False,False,1374.75,-269.75,1105.0,hard_exit,False,False,fixed,fixed,09:35,2024-02-16 15:15:00+05:30,2024-02-16 15:15:00+05:30,1,2024-02-16 15:15:00+05:30
2024-02-19,2024-02-20,1,22054.7,146.1,144.65,290.75,144.65,122.35,False,False,94.25,1449.5,1543.75,hard_exit,False,False,fixed,fixed,09:30,2024-02-19 15:15:00+05:30,2024-02-19 15:15:00+05:30,1,2024-02-19 15:15:00+05:30
2024-02-20,2024-02-20,0,22087.7,112.35,141.2,253.55,106.95,113.0,False,False,351.0,1833.0,2184.0,hard_exit,False,False,fixed,fixed,09:30,2024-02-20 15:15:00+05:30,2024-02-20 15:15:00+05:30,1,2024-02-20 15:15:00+05:30
2024-02-21,2024-02-27,4,22234.05,84.85,111.85,196.7,57.2,96.55,False,False,1797.25,994.5,2791.75,hard_exit,False,False,fixed,fixed,09:45,2024-02-21 15:15:00+05:30,2024-02-21 15:15:00+05:30,1,2024-02-21 15:15:00+05:30
2024-02-22,2024-02-27,3,21997.65,56.6,79.0,135.6,73.58,102.7,True,True,-1103.7,-1540.5,-2644.2,both_sl_hit,False,False,fixed,fixed,09:40,2024-02-22 10:05:00+05:30,2024-02-22 09:53:00+05:30,1,2024-02-22 10:05:00+05:30
2024-02-23,2024-02-27,2,22230.25,167.75,162.25,330.0,165.0,134.3,False,False,178.75,1816.75,1995.5,hard_exit,False,False,fixed,fixed,09:35,2024-02-23 15:15:00+05:30,2024-02-23 15:15:00+05:30,1,2024-02-23 15:15:00+05:30
2024-02-26,2024-02-27,1,22174.25,164.3,124.6,288.9,129.3,135.55,False,False,2275.0,-711.75,1563.25,hard_exit,False,False,fixed,fixed,09:30,2024-02-26 15:15:00+05:30,2024-02-26 15:15:00+05:30,1,2024-02-26 15:15:00+05:30
2024-02-27,2024-02-27,0,22116.1,143.85,119.0,262.85,104.5,107.7,False,False,2557.75,734.5,3292.25,hard_exit,False,False,fixed,fixed,09:30,2024-02-27 15:15:00+05:30,2024-02-27 15:15:00+05:30,1,2024-02-27 15:15:00+05:30
2024-02-28,2024-03-05,4,22210.15,99.35,92.7,192.05,67.65,120.51,False,True,2060.5,-1807.65,252.85,hard_exit,False,False,fixed,fixed,09:45,2024-02-28 15:15:00+05:30,2024-02-28 10:52:00+05:30,1,2024-02-28 15:15:00+05:30
2024-02-29,2024-03-05,3,21949.5,71.3,77.8,149.1,92.69,101.14,True,True,-1390.35,-1517.1,-2907.45,both_sl_hit,False,False,fixed,fixed,09:40,2024-02-29 10:07:00+05:30,2024-02-29 10:15:00+05:30,1,2024-02-29 10:15:00+05:30
2024-03-01,2024-03-05,2,22130.95,175.65,154.95,330.6,162.8,151.25,False,False,835.25,240.5,1075.75,hard_exit,False,False,fixed,fixed,09:35,2024-03-01 15:15:00+05:30,2024-03-01 15:15:00+05:30,1,2024-03-01 15:15:00+05:30
2024-03-04,2024-03-05,1,22386.65,143.0,139.4,282.4,117.6,129.8,False,False,1651.0,624.0,2275.0,hard_exit,False,False,fixed,fixed,09:30,2024-03-04 15:15:00+05:30,2024-03-04 15:15:00+05:30,1,2024-03-04 15:15:00+05:30
2024-03-05,2024-03-05,0,22360.85,123.2,110.05,233.25,96.8,94.1,False,False,1716.0,1036.75,2752.75,hard_exit,False,False,fixed,fixed,09:30,2024-03-05 15:15:00+05:30,2024-03-05 15:15:00+05:30,1,2024-03-05 15:15:00+05:30
2024-03-06,2024-03-12,4,22350.75,90.9,91.05,181.95,118.17,57.9,True,False,-1772.55,2154.75,382.2,hard_exit,False,False,fixed,fixed,09:45,2024-03-06 13:43:00+05:30,2024-03-06 15:15:00+05:30,1,2024-03-06 15:15:00+05:30
2024-03-07,2024-03-12,3,22471.2,56.2,38.7,94.9,16.8,50.31,False,True,2561.0,-754.65,1806.35,winner_booking_ce_30pct,False,False,fixed,fixed,09:40,2024-03-07 14:02:00+05:30,2024-03-07 09:45:00+05:30,1,2024-03-07 14:02:00+05:30
2024-03-07,2024-03-12,3,22494.1,7.5,15.75,23.25,9.75,4.05,True,False,-146.25,760.5,614.25,winner_booking_pe_26pct,False,False,fixed,fixed,09:40,2024-03-07 14:50:00+05:30,2024-03-07 15:04:00+05:30,2,2024-03-07 15:04:00+05:30
2024-03-11,2024-03-12,1,22486.35,122.1,128.95,251.05,141.75,99.75,False,False,-1277.25,1898.0,620.75,hard_exit,False,False,fixed,fixed,09:30,2024-03-11 15:15:00+05:30,2024-03-11 15:15:00+05:30,1,2024-03-11 15:15:00+05:30
2024-03-12,2024-03-12,0,22329.2,121.05,103.45,224.5,157.36,87.75,True,False,-2360.48,1020.5,-1339.98,hard_exit,False,False,fixed,fixed,09:30,2024-03-12 10:45:00+05:30,2024-03-12 15:15:00+05:30,1,2024-03-12 15:15:00+05:30
2024-03-13,2024-03-19,4,22332.0,105.25,85.0,190.25,136.83,110.5,True,True,-2052.38,-1657.5,-3709.88,both_sl_hit,False,False,fixed,fixed,09:45,2024-03-13 10:02:00+05:30,2024-03-13 12:25:00+05:30,1,2024-03-13 12:25:00+05:30
2024-03-14,2024-03-19,3,22007.05,77.65,59.3,136.95,23.2,23.2,False,False,3539.25,2346.5,5885.75,winner_booking_ce_30pct,False,False,fixed,fixed,09:40,2024-03-14 13:38:00+05:30,2024-03-14 12:07:00+05:30,1,2024-03-14 13:38:00+05:30
2024-03-14,2024-03-19,3,22117.95,35.8,12.5,48.3,9.35,16.25,False,True,1719.25,-243.75,1475.5,winner_booking_ce_26pct,False,False,fixed,fixed,09:40,2024-03-14 14:32:00+05:30,2024-03-14 14:24:00+05:30,2,2024-03-14 14:32:00+05:30
2024-03-15,2024-03-19,2,22055.0,177.7,145.7,323.4,177.5,113.5,False,False,13.0,2093.0,2106.0,hard_exit,False,False,fixed,fixed,09:35,2024-03-15 15:15:00+05:30,2024-03-15 15:15:00+05:30,1,2024-03-15 15:15:00+05:30
2024-03-18,2024-03-19,1,22026.2,132.6,146.1,278.7,172.38,107.05,True,False,-2585.7,2538.25,-47.45,hard_exit,False,False,fixed,fixed,09:30,2024-03-18 09:34:00+05:30,2024-03-18 15:15:00+05:30,1,2024-03-18 15:15:00+05:30
2024-03-19,2024-03-19,0,21926.3,123.8,131.85,255.65,116.95,89.35,False,False,445.25,2762.5,3207.75,hard_exit,False,False,fixed,fixed,09:30,2024-03-19 15:15:00+05:30,2024-03-19 15:15:00+05:30,1,2024-03-19 15:15:00+05:30
2024-03-20,2024-03-26,4,21859.6,108.05,81.7,189.75,75.25,106.21,False,True,2132.0,-1593.15,538.85,hard_exit,False,False,fixed,fixed,09:45,2024-03-20 15:15:00+05:30,2024-03-20 09:50:00+05:30,1,2024-03-20 15:15:00+05:30
2024-03-21,2024-03-26,3,22009.05,43.4,47.55,90.95,11.35,61.82,False,True,2083.25,-927.22,1156.03,winner_booking_ce_26pct,False,False,fixed,fixed,09:40,2024-03-21 13:38:00+05:30,2024-03-21 10:04:00+05:30,1,2024-03-21 13:38:00+05:30
2024-03-21,2024-03-26,3,22014.95,22.15,9.0,31.15,5.45,11.7,False,True,1085.5,-175.5,910.0,winner_booking_ce_25pct,False,False,fixed,fixed,09:40,2024-03-21 14:33:00+05:30,2024-03-21 14:33:00+05:30,2,2024-03-21 14:33:00+05:30
2024-03-22,2024-03-26,2,21921.25,182.1,105.15,287.25,177.85,80.8,False,False,276.25,1582.75,1859.0,hard_exit,False,False,fixed,fixed,09:35,2024-03-22 15:15:00+05:30,2024-03-22 15:15:00+05:30,1,2024-03-22 15:15:00+05:30
2024-03-26,2024-03-26,0,22056.5,148.95,88.55,237.5,148.35,62.45,False,False,39.0,1696.5,1735.5,hard_exit,False,False,fixed,fixed,09:30,2024-03-26 15:15:00+05:30,2024-03-26 15:15:00+05:30,1,2024-03-26 15:15:00+05:30
2024-03-27,2024-04-02,4,22118.6,118.6,60.45,179.05,94.6,78.59,False,True,1560.0,-1178.78,381.22,hard_exit,False,False,fixed,fixed,09:45,2024-03-27 15:15:00+05:30,2024-03-27 11:47:00+05:30,1,2024-03-27 15:15:00+05:30
