Index,Entry-Date,Entry-Weekday,Entry-Time,Entry-Price,Quantity,Instrument-Kind,StrikePrice,Position,ExitDate,Exit-Weekday,ExitTime,ExitPrice,P/L,P/L-Percentage,ExpiryDate,Highest MTM(Candle Close),Lowest MTM(Candle Close),Remarks
811.2,2023-04-13,Thursday,09:17:00,42.3,65,PE,17800.0,Sell,2023-04-13,Thursday,10:55:00,50.75,-549.2500000000002,-19.97635933806147,2023-04-13,,,Stop Loss Hit
812,2023-04-17,,09:17:00,17699.6,,,,,2023-04-17,,15:15:00,17711.3,611.0,,,2574.0,0,Exit Condition Met For Trade
812.1,2023-04-17,Monday,09:17:00,107.15,65,CE,17700.0,Sell,2023-04-17,Monday,15:15:00,81.4,1673.75,24.031731217918804,2023-04-20,,,Exit Condition Met For Trade
812.2,2023-04-17,Monday,09:17:00,81.7,65,PE,17700.0,Sell,2023-04-17,Monday,09:20:00,98.05,-1062.7499999999995,-20.012239902080776,2023-04-20,,,Stop Loss Hit
813,2023-04-18,,09:17:00,17735.6,,,,,2023-04-18,,15:15:00,17656.1,1179.75,,,1501.5,-230.75,Exit Condition Met For Trade
813.1,2023-04-18,Tuesday,09:17:00,59.4,65,CE,17750.0,Sell,2023-04-18,Tuesday,15:15:00,26.6,2132.0,55.21885521885521,2023-04-20,,,Exit Condition Met For Trade
813.2,2023-04-18,Tuesday,09:17:00,73.35,65,PE,17750.0,Sell,2023-04-18,Tuesday,09:46:00,88.0,-952.2500000000003,-19.972733469665993,2023-04-20,,,Stop Loss Hit
814,2023-04-19,,09:17:00,17648.5,,,,,2023-04-19,,09:32:00,17654.1,-1394.25,,,185.25,-1394.25,
814.1,2023-04-19,Wednesday,09:17:00,55.45,65,CE,17650.0,Sell,2023-04-19,Wednesday,09:32:00,66.55,-721.4999999999997,-20.018034265103687,2023-04-20,,,Stop Loss Hit
814.2,2023-04-19,Wednesday,09:17:00,51.75,65,PE,17650.0,Sell,2023-04-19,Wednesday,09:23:00,62.1,-672.7500000000001,-20.000000000000004,2023-04-20,,,Stop Loss Hit
815,2023-04-20,,09:17:00,17619.6,,,,,2023-04-20,,10:30:00,17608.7,-965.25,,,247.0,-965.25,
815.1,2023-04-20,Thursday,09:17:00,50.95,65,CE,17600.0,Sell,2023-04-20,Thursday,09:19:00,61.15,-662.9999999999998,-20.019627085377813,2023-04-20,,,Stop Loss Hit
815.2,2023-04-20,Thursday,09:17:00,23.2,65,PE,17600.0,Sell,2023-04-20,Thursday,10:30:00,27.85,-302.2500000000001,-20.043103448275872,2023-04-20,,,Stop Loss Hit
816,2023-04-21,,09:17:00,17652.65,,,,,2023-04-21,,15:15:00,17632.5,162.5,,,2028.0,0,Exit Condition Met For Trade
816.1,2023-04-21,Friday,09:17:00,102.25,65,CE,17650.0,Sell,2023-04-21,Friday,15:15:00,84.0,1186.25,17.848410757946212,2023-04-27,,,Exit Condition Met For Trade
816.2,2023-04-21,Friday,09:17:00,78.85,65,PE,17650.0,Sell,2023-04-21,Friday,09:58:00,94.6,-1023.75,-19.974635383639825,2023-04-27,,,Stop Loss Hit
817,2023-04-24,,09:17:00,17663.65,,,,,2023-04-24,,13:33:00,17704.6,-1976.0,,,1326.0,-1976.0,
817.1,2023-04-24,Monday,09:17:00,95.2,65,CE,17650.0,Sell,2023-04-24,Monday,13:33:00,114.25,-1238.2499999999998,-20.010504201680668,2023-04-27,,,Stop Loss Hit
817.2,2023-04-24,Monday,09:17:00,56.85,65,PE,17650.0,Sell,2023-04-24,Monday,09:33:00,68.2,-737.7500000000001,-19.96481970096746,2023-04-27,,,Stop Loss Hit
818,2023-04-25,,09:17:00,17739.95,,,,,2023-04-25,,15:15:00,17776.45,815.75,,,1397.5,-188.5,Exit Condition Met For Trade
818.1,2023-04-25,Tuesday,09:17:00,61.5,65,CE,17750.0,Sell,2023-04-25,Tuesday,10:26:00,73.8,-799.4999999999998,-19.999999999999996,2023-04-27,,,Stop Loss Hit
818.2,2023-04-25,Tuesday,09:17:00,58.7,65,PE,17750.0,Sell,2023-04-25,Tuesday,15:15:00,33.85,1615.25,42.33390119250426,2023-04-27,,,Exit Condition Met For Trade
819,2023-04-26,,09:17:00,17765.1,,,,,2023-04-26,,11:16:00,17778.85,-1303.25,,,698.75,-1303.25,
819.1,2023-04-26,Wednesday,09:17:00,54.6,65,CE,17750.0,Sell,2023-04-26,Wednesday,11:16:00,65.5,-708.4999999999999,-19.96336996336996,2023-04-27,,,Stop Loss Hit
819.2,2023-04-26,Wednesday,09:17:00,45.75,65,PE,17750.0,Sell,2023-04-26,Wednesday,09:28:00,54.9,-594.7499999999999,-19.999999999999996,2023-04-27,,,Stop Loss Hit
820,2023-04-27,,09:17:00,17812.7,,,,,2023-04-27,,15:15:00,17920.95,1296.75,,,1303.25,-266.5,Exit Condition Met For Trade
820.1,2023-04-27,Thursday,09:17:00,42.25,65,CE,17800.0,Sell,2023-04-27,Thursday,09:29:00,50.7,-549.2500000000002,-20.000000000000007,2023-04-27,,,Stop Loss Hit
820.2,2023-04-27,Thursday,09:17:00,28.55,65,PE,17800.0,Sell,2023-04-27,Thursday,15:15:00,0.15,1846.0000000000002,99.47460595446584,2023-04-27,,,Exit Condition Met For Trade
821,2023-04-28,,09:17:00,17937.75,,,,,2023-04-28,,15:02:00,18030.75,-2184.0,,,923.0,-2184.0,
821.1,2023-04-28,Friday,09:17:00,96.5,65,CE,17950.0,Sell,2023-04-28,Friday,15:02:00,115.8,-1254.4999999999998,-19.999999999999996,2023-05-04,,,Stop Loss Hit
821.2,2023-04-28,Friday,09:17:00,71.5,65,PE,17950.0,Sell,2023-04-28,Friday,09:23:00,85.8,-929.4999999999998,-19.999999999999996,2023-05-04,,,Stop Loss Hit
822,2023-05-02,,09:17:00,18132.7,,,,,2023-05-02,,15:15:00,18142.95,-13.0,,,744.25,-825.5,Exit Condition Met For Trade
822.1,2023-05-02,Tuesday,09:17:00,61.4,65,CE,18150.0,Sell,2023-05-02,Tuesday,09:31:00,73.7,-799.5000000000002,-20.032573289902288,2023-05-04,,,Stop Loss Hit
822.2,2023-05-02,Tuesday,09:17:00,65.65,65,PE,18150.0,Sell,2023-05-02,Tuesday,15:15:00,53.55,786.5000000000006,18.431073876618445,2023-05-04,,,Exit Condition Met For Trade
823,2023-05-03,,09:17:00,18072.3,,,,,2023-05-03,,13:55:00,18050.8,-1501.5,,,442.0,-1501.5,
823.1,2023-05-03,Wednesday,09:17:00,74.0,65,CE,18050.0,Sell,2023-05-03,Wednesday,10:43:00,88.8,-961.9999999999998,-19.999999999999996,2023-05-04,,,Stop Loss Hit
823.2,2023-05-03,Wednesday,09:17:00,41.45,65,PE,18050.0,Sell,2023-05-03,Wednesday,13:55:00,49.75,-539.4999999999998,-20.024125452352227,2023-05-04,,,Stop Loss Hit
824,2023-05-04,,09:17:00,18102.8,,,,,2023-05-04,,15:15:00,18263.15,2076.75,,,2080.0,0,Exit Condition Met For Trade
824.1,2023-05-04,Thursday,09:17:00,35.5,65,CE,18100.0,Sell,2023-05-04,Thursday,09:27:00,42.6,-461.5000000000001,-20.000000000000004,2023-05-04,,,Stop Loss Hit
824.2,2023-05-04,Thursday,09:17:00,39.15,65,PE,18100.0,Sell,2023-05-04,Thursday,15:15:00,0.1,2538.25,99.74457215836526,2023-05-04,,,Exit Condition Met For Trade
825,2023-05-05,,09:17:00,18149.95,,,,,2023-05-05,,11:18:00,18118.65,-2340.0,,,708.5,-2340.0,
825.1,2023-05-05,Friday,09:17:00,101.45,65,CE,18150.0,Sell,2023-05-05,Friday,10:06:00,121.75,-1319.4999999999998,-20.00985707244948,2023-05-11,,,Stop Loss Hit
825.2,2023-05-05,Friday,09:17:00,78.45,65,PE,18150.0,Sell,2023-05-05,Friday,11:18:00,94.15,-1020.5000000000002,-20.012746972594012,2023-05-11,,,Stop Loss Hit
826,2023-05-08,,09:17:00,18149.7,,,,,2023-05-08,,15:15:00,18266.1,2050.75,,,2388.75,-191.75,Exit Condition Met For Trade
826.1,2023-05-08,Monday,09:17:00,84.6,65,CE,18150.0,Sell,2023-05-08,Monday,09:26:00,101.5,-1098.5000000000005,-19.97635933806147,2023-05-11,,,Stop Loss Hit
826.2,2023-05-08,Monday,09:17:00,77.35,65,PE,18150.0,Sell,2023-05-08,Monday,15:15:00,28.9,3149.2499999999995,62.63736263736264,2023-05-11,,,Exit Condition Met For Trade
827,2023-05-09,,09:17:00,18297.4,,,,,2023-05-09,,13:58:00,18259.1,-1745.25,,,721.5,-1745.25,
827.1,2023-05-09,Tuesday,09:17:00,70.15,65,CE,18300.0,Sell,2023-05-09,Tuesday,09:47:00,84.2,-913.2499999999998,-20.028510334996433,2023-05-11,,,Stop Loss Hit
827.2,2023-05-09,Tuesday,09:17:00,64.0,65,PE,18300.0,Sell,2023-05-09,Tuesday,13:58:00,76.8,-831.9999999999998,-19.999999999999996,2023-05-11,,,Stop Loss Hit
828,2023-05-10,,09:17:00,18304.65,,,,,2023-05-10,,15:15:00,18319.4,-455.0,,,1407.25,-666.25,Exit Condition Met For Trade
828.1,2023-05-10,Wednesday,09:17:00,62.15,65,CE,18300.0,Sell,2023-05-10,Wednesday,15:15:00,58.85,214.49999999999983,5.309734513274332,2023-05-11,,,Exit Condition Met For Trade
828.2,2023-05-10,Wednesday,09:17:00,51.5,65,PE,18300.0,Sell,2023-05-10,Wednesday,09:32:00,61.8,-669.4999999999998,-19.999999999999996,2023-05-11,,,Stop Loss Hit
829,2023-05-11,,09:17:00,18333.45,,,,,2023-05-11,,15:15:00,18298.95,1638.0,,,1638.0,-279.5,Exit Condition Met For Trade
829.1,2023-05-11,Thursday,09:17:00,33.75,65,CE,18350.0,Sell,2023-05-11,Thursday,15:15:00,0.15,2184.0,99.55555555555556,2023-05-11,,,Exit Condition Met For Trade
829.2,2023-05-11,Thursday,09:17:00,42.0,65,PE,18350.0,Sell,2023-05-11,Thursday,09:24:00,50.4,-545.9999999999999,-19.999999999999996,2023-05-11,,,Stop Loss Hit
830,2023-05-12,,09:17:00,18250.55,,,,,2023-05-12,,12:56:00,18306.0,-2564.25,,,614.25,-2564.25,
830.1,2023-05-12,Friday,09:17:00,103.05,65,CE,18250.0,Sell,2023-05-12,Friday,12:56:00,123.65,-1339.0000000000005,-19.990295972828733,2023-05-18,,,Stop Loss Hit
830.2,2023-05-12,Friday,09:17:00,94.35,65,PE,18250.0,Sell,2023-05-12,Friday,09:32:00,113.2,-1225.2500000000005,-19.97880233174352,2023-05-18,,,Stop Loss Hit
831,2023-05-15,,09:17:00,18353.45,,,,,2023-05-15,,15:15:00,18390.0,793.0,,,2086.5,0,Exit Condition Met For Trade
831.1,2023-05-15,Monday,09:17:00,86.75,65,CE,18350.0,Sell,2023-05-15,Monday,11:10:00,104.1,-1127.7499999999995,-19.999999999999996,2023-05-18,,,Stop Loss Hit
831.2,2023-05-15,Monday,09:17:00,85.55,65,PE,18350.0,Sell,2023-05-15,Monday,15:15:00,56.0,1920.7499999999998,34.54120397428404,2023-05-18,,,Exit Condition Met For Trade
832,2023-05-16,,09:17:00,18405.3,,,,,2023-05-16,,15:15:00,18283.2,2642.25,,,2674.75,-981.5,Exit Condition Met For Trade
832.1,2023-05-16,Tuesday,09:17:00,78.0,65,CE,18400.0,Sell,2023-05-16,Tuesday,15:15:00,24.6,3471.0,68.46153846153847,2023-05-18,,,Exit Condition Met For Trade
832.2,2023-05-16,Tuesday,09:17:00,63.75,65,PE,18400.0,Sell,2023-05-16,Tuesday,09:25:00,76.5,-828.75,-20.0,2023-05-18,,,Stop Loss Hit
833,2023-05-17,,09:17:00,18283.8,,,,,2023-05-17,,15:15:00,18184.0,2119.0,,,2206.75,-698.75,Exit Condition Met For Trade
833.1,2023-05-17,Wednesday,09:17:00,55.0,65,CE,18300.0,Sell,2023-05-17,Wednesday,15:15:00,9.65,2947.75,82.45454545454545,2023-05-18,,,Exit Condition Met For Trade
833.2,2023-05-17,Wednesday,09:17:00,63.7,65,PE,18300.0,Sell,2023-05-17,Wednesday,09:23:00,76.45,-828.75,-20.015698587127158,2023-05-18,,,Stop Loss Hit
834,2023-05-18,,09:17:00,18262.95,,,,,2023-05-18,,09:36:00,18253.1,-871.0,,,61.75,-871.0,
834.1,2023-05-18,Thursday,09:17:00,43.05,65,CE,18250.0,Sell,2023-05-18,Thursday,09:21:00,51.65,-559.0000000000001,-19.976771196283394,2023-05-18,,,Stop Loss Hit
834.2,2023-05-18,Thursday,09:17:00,24.1,65,PE,18250.0,Sell,2023-05-18,Thursday,09:36:00,28.9,-311.99999999999983,-19.917012448132766,2023-05-18,,,Stop Loss Hit
835,2023-05-19,,09:17:00,18160.25,,,,,2023-05-19,,15:15:00,18204.25,-1618.5,,,2515.5,-1823.25,Exit Condition Met For Trade
835.1,2023-05-19,Friday,09:17:00,120.05,65,CE,18150.0,Sell,2023-05-19,Friday,15:15:00,130.5,-679.2500000000002,-8.704706372344859,2023-05-25,,,Exit Condition Met For Trade
835.2,2023-05-19,Friday,09:17:00,72.2,65,PE,18150.0,Sell,2023-05-19,Friday,09:22:00,86.65,-939.2500000000002,-20.01385041551247,2023-05-25,,,Stop Loss Hit
836,2023-05-22,,09:17:00,18193.2,,,,,2023-05-22,,15:15:00,18309.6,1982.5,,,2216.5,-120.25,Exit Condition Met For Trade
836.1,2023-05-22,Monday,09:17:00,88.7,65,CE,18200.0,Sell,2023-05-22,Monday,09:21:00,106.45,-1153.75,-20.011273957158963,2023-05-25,,,Stop Loss Hit
836.2,2023-05-22,Monday,09:17:00,75.45,65,PE,18200.0,Sell,2023-05-22,Monday,15:15:00,27.2,3136.25,63.949635520212055,2023-05-25,,,Exit Condition Met For Trade
837,2023-05-23,,09:17:00,18364.35,,,,,2023-05-23,,15:15:00,18343.9,-585.0,,,741.0,-640.25,Exit Condition Met For Trade
837.1,2023-05-23,Tuesday,09:17:00,73.6,65,CE,18350.0,Sell,2023-05-23,Tuesday,09:27:00,88.3,-955.5000000000002,-19.972826086956527,2023-05-25,,,Stop Loss Hit
837.2,2023-05-23,Tuesday,09:17:00,57.8,65,PE,18350.0,Sell,2023-05-23,Tuesday,15:15:00,52.1,370.4999999999997,9.861591695501723,2023-05-25,,,Exit Condition Met For Trade
838,2023-05-24,,09:17:00,18289.7,,,,,2023-05-24,,15:15:00,18289.3,211.25,,,1514.5,-1082.25,Exit Condition Met For Trade
838.1,2023-05-24,Wednesday,09:17:00,51.7,65,CE,18300.0,Sell,2023-05-24,Wednesday,09:19:00,62.05,-672.7499999999997,-20.019342359767883,2023-05-25,,,Stop Loss Hit
838.2,2023-05-24,Wednesday,09:17:00,54.8,65,PE,18300.0,Sell,2023-05-24,Wednesday,15:15:00,41.2,883.9999999999997,24.817518248175176,2023-05-25,,,Exit Condition Met For Trade
839,2023-05-25,,09:17:00,18268.45,,,,,2023-05-25,,09:31:00,18253.5,-991.25,,,61.75,-991.25,
839.1,2023-05-25,Thursday,09:17:00,46.6,65,CE,18250.0,Sell,2023-05-25,Thursday,09:19:00,55.9,-604.4999999999998,-19.957081545064373,2023-05-25,,,Stop Loss Hit
839.2,2023-05-25,Thursday,09:17:00,29.8,65,PE,18250.0,Sell,2023-05-25,Thursday,09:31:00,35.75,-386.74999999999994,-19.96644295302013,2023-05-25,,,Stop Loss Hit
840,2023-05-26,,09:17:00,18353.8,,,,,2023-05-26,,15:15:00,18505.0,1969.5,,,2050.75,-299.0,Exit Condition Met For Trade
840.1,2023-05-26,Friday,09:17:00,104.75,65,CE,18350.0,Sell,2023-05-26,Friday,10:37:00,125.7,-1361.7500000000002,-20.000000000000004,2023-06-01,,,Stop Loss Hit
840.2,2023-05-26,Friday,09:17:00,88.35,65,PE,18350.0,Sell,2023-05-26,Friday,15:15:00,37.1,3331.2499999999995,58.00792303338992,2023-06-01,,,Exit Condition Met For Trade
841,2023-05-29,,09:17:00,18617.95,,,,,2023-05-29,,15:15:00,18599.35,286.0,,,640.25,-1602.25,Exit Condition Met For Trade
841.1,2023-05-29,Monday,09:17:00,94.5,65,CE,18600.0,Sell,2023-05-29,Monday,15:15:00,76.15,1192.7499999999995,19.417989417989414,2023-06-01,,,Exit Condition Met For Trade
841.2,2023-05-29,Monday,09:17:00,69.75,65,PE,18600.0,Sell,2023-05-29,Monday,10:02:00,83.7,-906.7500000000002,-20.000000000000004,2023-06-01,,,Stop Loss Hit
842,2023-05-30,,09:17:00,18588.6,,,,,2023-05-30,,15:15:00,18633.5,1189.5,,,1446.25,-633.75,Exit Condition Met For Trade
842.1,2023-05-30,Tuesday,09:17:00,70.95,65,CE,18600.0,Sell,2023-05-30,Tuesday,09:21:00,85.15,-923.0000000000002,-20.014094432699086,2023-06-01,,,Stop Loss Hit
